time,Y,m,d,H,M,S,w,yweek,yday
1459836117,2016,04,05,14,01,57,2,14,096
1459837030,2016,04,05,14,17,10,2,14,096
1459820815,2016,04,05,09,46,55,2,14,096
1459837183,2016,04,05,14,19,43,2,14,096
1459835577,2016,04,05,13,52,57,2,14,096
1459822348,2016,04,05,10,12,28,2,14,096
1459835028,2016,04,05,13,43,48,2,14,096
1459841812,2016,04,05,15,36,52,2,14,096
1459838343,2016,04,05,14,39,03,2,14,096
1459822559,2016,04,05,10,15,59,2,14,096
1459833934,2016,04,05,13,25,34,2,14,096
1459841121,2016,04,05,15,25,21,2,14,096
1459833938,2016,04,05,13,25,38,2,14,096
1459834352,2016,04,05,13,32,32,2,14,096
1459838907,2016,04,05,14,48,27,2,14,096
1459833816,2016,04,05,13,23,36,2,14,096
1459842685,2016,04,05,15,51,25,2,14,096
1459839839,2016,04,05,15,03,59,2,14,096
1459840213,2016,04,05,15,10,13,2,14,096
1459837951,2016,04,05,14,32,31,2,14,096
1459842326,2016,04,05,15,45,26,2,14,096
1459834902,2016,04,05,13,41,42,2,14,096
1459841141,2016,04,05,15,25,41,2,14,096
1459844621,2016,04,05,16,23,41,2,14,096
1459843224,2016,04,05,16,00,24,2,14,096
1459844685,2016,04,05,16,24,45,2,14,096
1459842325,2016,04,05,15,45,25,2,14,096
1459828658,2016,04,05,11,57,38,2,14,096
1459841575,2016,04,05,15,32,55,2,14,096
1459842937,2016,04,05,15,55,37,2,14,096
1459844709,2016,04,05,16,25,09,2,14,096
1459841989,2016,04,05,15,39,49,2,14,096
1459844372,2016,04,05,16,19,32,2,14,096
1459840818,2016,04,05,15,20,18,2,14,096
1459844153,2016,04,05,16,15,53,2,14,096
1459838775,2016,04,05,14,46,15,2,14,096
1459846332,2016,04,05,16,52,12,2,14,096
1459848625,2016,04,05,17,30,25,2,14,096
1459841101,2016,04,05,15,25,01,2,14,096
1459832482,2016,04,05,13,01,22,2,14,096
1459843972,2016,04,05,16,12,52,2,14,096
1459849396,2016,04,05,17,43,16,2,14,096
1459844709,2016,04,05,16,25,09,2,14,096
1459842306,2016,04,05,15,45,06,2,14,096
1459840107,2016,04,05,15,08,27,2,14,096
1459840791,2016,04,05,15,19,51,2,14,096
1459843744,2016,04,05,16,09,04,2,14,096
1459850347,2016,04,05,17,59,07,2,14,096
1459847135,2016,04,05,17,05,35,2,14,096
1459841518,2016,04,05,15,31,58,2,14,096
1459842923,2016,04,05,15,55,23,2,14,096
1459846170,2016,04,05,16,49,30,2,14,096
1459845847,2016,04,05,16,44,07,2,14,096
1459843748,2016,04,05,16,09,08,2,14,096
1459845817,2016,04,05,16,43,37,2,14,096
1459848390,2016,04,05,17,26,30,2,14,096
1459846586,2016,04,05,16,56,26,2,14,096
1459850442,2016,04,05,18,00,42,2,14,096
1459845700,2016,04,05,16,41,40,2,14,096
1459847721,2016,04,05,17,15,21,2,14,096
1459846525,2016,04,05,16,55,25,2,14,096
1459848706,2016,04,05,17,31,46,2,14,096
1459844400,2016,04,05,16,20,00,2,14,096
1459849105,2016,04,05,17,38,25,2,14,096
1459846221,2016,04,05,16,50,21,2,14,096
1459852373,2016,04,05,18,32,53,2,14,096
1459846010,2016,04,05,16,46,50,2,14,096
1459846448,2016,04,05,16,54,08,2,14,096
1459850436,2016,04,05,18,00,36,2,14,096
1459849329,2016,04,05,17,42,09,2,14,096
1459853182,2016,04,05,18,46,22,2,14,096
1459845038,2016,04,05,16,30,38,2,14,096
1459844123,2016,04,05,16,15,23,2,14,096
1459848586,2016,04,05,17,29,46,2,14,096
1459847517,2016,04,05,17,11,57,2,14,096
1459844213,2016,04,05,16,16,53,2,14,096
1459853942,2016,04,05,18,59,02,2,14,096
1459849397,2016,04,05,17,43,17,2,14,096
1459849965,2016,04,05,17,52,45,2,14,096
1459852446,2016,04,05,18,34,06,2,14,096
1459846221,2016,04,05,16,50,21,2,14,096
1459840157,2016,04,05,15,09,17,2,14,096
1459853143,2016,04,05,18,45,43,2,14,096
1459854716,2016,04,05,19,11,56,2,14,096
1459856070,2016,04,05,19,34,30,2,14,096
1459853501,2016,04,05,18,51,41,2,14,096
1459852804,2016,04,05,18,40,04,2,14,096
1459853010,2016,04,05,18,43,30,2,14,096
1459850166,2016,04,05,17,56,06,2,14,096
1459852290,2016,04,05,18,31,30,2,14,096
1459852336,2016,04,05,18,32,16,2,14,096
1459857085,2016,04,05,19,51,25,2,14,096
1459853874,2016,04,05,18,57,54,2,14,096
1459854095,2016,04,05,19,01,35,2,14,096
1459850457,2016,04,05,18,00,57,2,14,096
1459842466,2016,04,05,15,47,46,2,14,096
1459858805,2016,04,05,20,20,05,2,14,096
1459859616,2016,04,05,20,33,36,2,14,096
1459851316,2016,04,05,18,15,16,2,14,096
1459853833,2016,04,05,18,57,13,2,14,096
1459854493,2016,04,05,19,08,13,2,14,096
1459856452,2016,04,05,19,40,52,2,14,096
1459858106,2016,04,05,20,08,26,2,14,096
1459854337,2016,04,05,19,05,37,2,14,096
1459856023,2016,04,05,19,33,43,2,14,096
1459861090,2016,04,05,20,58,10,2,14,096
1459853523,2016,04,05,18,52,03,2,14,096
1459855617,2016,04,05,19,26,57,2,14,096
1459855942,2016,04,05,19,32,22,2,14,096
1459854886,2016,04,05,19,14,46,2,14,096
1459861042,2016,04,05,20,57,22,2,14,096
1459851275,2016,04,05,18,14,35,2,14,096
1459858457,2016,04,05,20,14,17,2,14,096
1459856361,2016,04,05,19,39,21,2,14,096
1459858046,2016,04,05,20,07,26,2,14,096
1459856905,2016,04,05,19,48,25,2,14,096
1459855746,2016,04,05,19,29,06,2,14,096
1459847752,2016,04,05,17,15,52,2,14,096
1459863375,2016,04,05,21,36,15,2,14,096
1459863704,2016,04,05,21,41,44,2,14,096
1459859300,2016,04,05,20,28,20,2,14,096
1459866626,2016,04,05,22,30,26,2,14,096
1459862932,2016,04,05,21,28,52,2,14,096
1459856503,2016,04,05,19,41,43,2,14,096
1459861958,2016,04,05,21,12,38,2,14,096
1459866334,2016,04,05,22,25,34,2,14,096
1459862799,2016,04,05,21,26,39,2,14,096
1459861343,2016,04,05,21,02,23,2,14,096
1459861078,2016,04,05,20,57,58,2,14,096
1459858819,2016,04,05,20,20,19,2,14,096
1459851097,2016,04,05,18,11,37,2,14,096
1459858798,2016,04,05,20,19,58,2,14,096
1459864700,2016,04,05,21,58,20,2,14,096
1459863318,2016,04,05,21,35,18,2,14,096
1459863120,2016,04,05,21,32,00,2,14,096
1459863205,2016,04,05,21,33,25,2,14,096
1459863371,2016,04,05,21,36,11,2,14,096
1459865594,2016,04,05,22,13,14,2,14,096
1459859624,2016,04,05,20,33,44,2,14,096
1459868207,2016,04,05,22,56,47,2,14,096
1459852692,2016,04,05,18,38,12,2,14,096
1459866337,2016,04,05,22,25,37,2,14,096
1459869637,2016,04,05,23,20,37,2,14,096
1459864010,2016,04,05,21,46,50,2,14,096
1459866476,2016,04,05,22,27,56,2,14,096
1459860989,2016,04,05,20,56,29,2,14,096
1459853456,2016,04,05,18,50,56,2,14,096
1459865080,2016,04,05,22,04,40,2,14,096
1459860073,2016,04,05,20,41,13,2,14,096
1459869303,2016,04,05,23,15,03,2,14,096
1459865978,2016,04,05,22,19,38,2,14,096
1459866979,2016,04,05,22,36,19,2,14,096
1459861123,2016,04,05,20,58,43,2,14,096
1459866155,2016,04,05,22,22,35,2,14,096
1459865411,2016,04,05,22,10,11,2,14,096
1459864271,2016,04,05,21,51,11,2,14,096
1459856158,2016,04,05,19,35,58,2,14,096
1459870114,2016,04,05,23,28,34,2,14,096
1459866934,2016,04,05,22,35,34,2,14,096
1459872203,2016,04,06,00,03,23,3,14,097
1459855318,2016,04,05,19,21,58,2,14,096
1459863647,2016,04,05,21,40,47,2,14,096
1459861442,2016,04,05,21,04,02,2,14,096
1459870715,2016,04,05,23,38,35,2,14,096
1459886852,2016,04,06,04,07,32,3,14,097
1459871970,2016,04,05,23,59,30,2,14,096
1459898823,2016,04,06,07,27,03,3,14,097
1459898320,2016,04,06,07,18,40,3,14,097
1459902967,2016,04,06,08,36,07,3,14,097
1459897662,2016,04,06,07,07,42,3,14,097
1459899728,2016,04,06,07,42,08,3,14,097
1459901208,2016,04,06,08,06,48,3,14,097
1459899485,2016,04,06,07,38,05,3,14,097
1459899525,2016,04,06,07,38,45,3,14,097
1459898560,2016,04,06,07,22,40,3,14,097
1459901682,2016,04,06,08,14,42,3,14,097
1459897188,2016,04,06,06,59,48,3,14,097
1459860858,2016,04,05,20,54,18,2,14,096
1459900129,2016,04,06,07,48,49,3,14,097
1459874745,2016,04,06,00,45,45,3,14,097
1459900304,2016,04,06,07,51,44,3,14,097
1459903641,2016,04,06,08,47,21,3,14,097
1459860019,2016,04,05,20,40,19,2,14,096
1459901245,2016,04,06,08,07,25,3,14,097
1459899631,2016,04,06,07,40,31,3,14,097
1459899851,2016,04,06,07,44,11,3,14,097
1459899555,2016,04,06,07,39,15,3,14,097
1459898467,2016,04,06,07,21,07,3,14,097
1459898470,2016,04,06,07,21,10,3,14,097
1459864238,2016,04,05,21,50,38,2,14,096
1459896358,2016,04,06,06,45,58,3,14,097
1459902301,2016,04,06,08,25,01,3,14,097
1459902456,2016,04,06,08,27,36,3,14,097
1459903429,2016,04,06,08,43,49,3,14,097
1459902973,2016,04,06,08,36,13,3,14,097
1459891369,2016,04,06,05,22,49,3,14,097
1459880284,2016,04,06,02,18,04,3,14,097
1459883753,2016,04,06,03,15,53,3,14,097
1459900497,2016,04,06,07,54,57,3,14,097
1459885669,2016,04,06,03,47,49,3,14,097
1459897943,2016,04,06,07,12,23,3,14,097
1459900044,2016,04,06,07,47,24,3,14,097
1459905424,2016,04,06,09,17,04,3,14,097
1459904286,2016,04,06,08,58,06,3,14,097
1459904353,2016,04,06,08,59,13,3,14,097
1459898060,2016,04,06,07,14,20,3,14,097
1459904165,2016,04,06,08,56,05,3,14,097
1459897242,2016,04,06,07,00,42,3,14,097
1459903248,2016,04,06,08,40,48,3,14,097
1459904033,2016,04,06,08,53,53,3,14,097
1459907363,2016,04,06,09,49,23,3,14,097
1459904347,2016,04,06,08,59,07,3,14,097
1459897988,2016,04,06,07,13,08,3,14,097
1459903731,2016,04,06,08,48,51,3,14,097
1459904802,2016,04,06,09,06,42,3,14,097
1459898970,2016,04,06,07,29,30,3,14,097
1459903065,2016,04,06,08,37,45,3,14,097
1459907622,2016,04,06,09,53,42,3,14,097
1459901555,2016,04,06,08,12,35,3,14,097
1459901846,2016,04,06,08,17,26,3,14,097
1459906862,2016,04,06,09,41,02,3,14,097
1459901986,2016,04,06,08,19,46,3,14,097
1459908340,2016,04,06,10,05,40,3,14,097
1459901694,2016,04,06,08,14,54,3,14,097
1459907320,2016,04,06,09,48,40,3,14,097
1459908947,2016,04,06,10,15,47,3,14,097
1459908451,2016,04,06,10,07,31,3,14,097
1459903793,2016,04,06,08,49,53,3,14,097
1459903987,2016,04,06,08,53,07,3,14,097
1459908060,2016,04,06,10,01,00,3,14,097
1459907767,2016,04,06,09,56,07,3,14,097
1459903731,2016,04,06,08,48,51,3,14,097
1459903975,2016,04,06,08,52,55,3,14,097
1459909587,2016,04,06,10,26,27,3,14,097
1459907844,2016,04,06,09,57,24,3,14,097
1459903432,2016,04,06,08,43,52,3,14,097
1459902039,2016,04,06,08,20,39,3,14,097
1459901082,2016,04,06,08,04,42,3,14,097
1459904753,2016,04,06,09,05,53,3,14,097
1459904294,2016,04,06,08,58,14,3,14,097
1459903808,2016,04,06,08,50,08,3,14,097
1459905036,2016,04,06,09,10,36,3,14,097
1459873341,2016,04,06,00,22,21,3,14,097
1459909777,2016,04,06,10,29,37,3,14,097
1459910805,2016,04,06,10,46,45,3,14,097
1459913539,2016,04,06,11,32,19,3,14,097
1459905798,2016,04,06,09,23,18,3,14,097
1459902805,2016,04,06,08,33,25,3,14,097
1459904577,2016,04,06,09,02,57,3,14,097
1459909148,2016,04,06,10,19,08,3,14,097
1459906121,2016,04,06,09,28,41,3,14,097
1459908261,2016,04,06,10,04,21,3,14,097
1459904472,2016,04,06,09,01,12,3,14,097
1459910184,2016,04,06,10,36,24,3,14,097
1459911539,2016,04,06,10,58,59,3,14,097
1459881025,2016,04,06,02,30,25,3,14,097
1459906356,2016,04,06,09,32,36,3,14,097
1459912423,2016,04,06,11,13,43,3,14,097
1459904136,2016,04,06,08,55,36,3,14,097
1459910578,2016,04,06,10,42,58,3,14,097
1459911483,2016,04,06,10,58,03,3,14,097
1459904920,2016,04,06,09,08,40,3,14,097
1459890696,2016,04,06,05,11,36,3,14,097
1459915025,2016,04,06,11,57,05,3,14,097
1459912771,2016,04,06,11,19,31,3,14,097
1459912800,2016,04,06,11,20,00,3,14,097
1459912264,2016,04,06,11,11,04,3,14,097
1459908253,2016,04,06,10,04,13,3,14,097
1459905269,2016,04,06,09,14,29,3,14,097
1459909956,2016,04,06,10,32,36,3,14,097
1459916192,2016,04,06,12,16,32,3,14,097
1459914166,2016,04,06,11,42,46,3,14,097
1459909231,2016,04,06,10,20,31,3,14,097
1459906505,2016,04,06,09,35,05,3,14,097
1459913932,2016,04,06,11,38,52,3,14,097
1459913204,2016,04,06,11,26,44,3,14,097
1459909649,2016,04,06,10,27,29,3,14,097
1459914093,2016,04,06,11,41,33,3,14,097
1459915369,2016,04,06,12,02,49,3,14,097
1459915031,2016,04,06,11,57,11,3,14,097
1459914640,2016,04,06,11,50,40,3,14,097
1459916632,2016,04,06,12,23,52,3,14,097
1459913448,2016,04,06,11,30,48,3,14,097
1459915582,2016,04,06,12,06,22,3,14,097
1459917985,2016,04,06,12,46,25,3,14,097
1459911734,2016,04,06,11,02,14,3,14,097
1459916852,2016,04,06,12,27,32,3,14,097
1459915872,2016,04,06,12,11,12,3,14,097
1459913292,2016,04,06,11,28,12,3,14,097
1459910799,2016,04,06,10,46,39,3,14,097
1459912267,2016,04,06,11,11,07,3,14,097
1459908745,2016,04,06,10,12,25,3,14,097
1459900675,2016,04,06,07,57,55,3,14,097
1459912603,2016,04,06,11,16,43,3,14,097
1459922049,2016,04,06,13,54,09,3,14,097
1459901802,2016,04,06,08,16,42,3,14,097
1459913591,2016,04,06,11,33,11,3,14,097
1459918761,2016,04,06,12,59,21,3,14,097
1459913904,2016,04,06,11,38,24,3,14,097
1459912590,2016,04,06,11,16,30,3,14,097
1459919205,2016,04,06,13,06,45,3,14,097
1459912457,2016,04,06,11,14,17,3,14,097
1459921639,2016,04,06,13,47,19,3,14,097
1459913337,2016,04,06,11,28,57,3,14,097
1459921244,2016,04,06,13,40,44,3,14,097
1459915780,2016,04,06,12,09,40,3,14,097
1459920072,2016,04,06,13,21,12,3,14,097
1459919713,2016,04,06,13,15,13,3,14,097
1459915302,2016,04,06,12,01,42,3,14,097
1459920616,2016,04,06,13,30,16,3,14,097
1459923244,2016,04,06,14,14,04,3,14,097
1459924453,2016,04,06,14,34,13,3,14,097
1459924286,2016,04,06,14,31,26,3,14,097
1459905475,2016,04,06,09,17,55,3,14,097
1459923129,2016,04,06,14,12,09,3,14,097
1459921976,2016,04,06,13,52,56,3,14,097
1459921442,2016,04,06,13,44,02,3,14,097
1459921076,2016,04,06,13,37,56,3,14,097
1459923117,2016,04,06,14,11,57,3,14,097
1459925583,2016,04,06,14,53,03,3,14,097
1459920534,2016,04,06,13,28,54,3,14,097
1459919737,2016,04,06,13,15,37,3,14,097
1459929883,2016,04,06,16,04,43,3,14,097
1459929900,2016,04,06,16,05,00,3,14,097
1459925094,2016,04,06,14,44,54,3,14,097
1459927754,2016,04,06,15,29,14,3,14,097
1459926379,2016,04,06,15,06,19,3,14,097
1459907257,2016,04,06,09,47,37,3,14,097
1459926263,2016,04,06,15,04,23,3,14,097
1459908306,2016,04,06,10,05,06,3,14,097
1459926239,2016,04,06,15,03,59,3,14,097
1459929266,2016,04,06,15,54,26,3,14,097
1459923942,2016,04,06,14,25,42,3,14,097
1459924516,2016,04,06,14,35,16,3,14,097
1459930274,2016,04,06,16,11,14,3,14,097
1459927449,2016,04,06,15,24,09,3,14,097
1459926420,2016,04,06,15,07,00,3,14,097
1459924568,2016,04,06,14,36,08,3,14,097
1459927225,2016,04,06,15,20,25,3,14,097
1459923949,2016,04,06,14,25,49,3,14,097
1459930169,2016,04,06,16,09,29,3,14,097
1459925647,2016,04,06,14,54,07,3,14,097
1459926865,2016,04,06,15,14,25,3,14,097
1459929776,2016,04,06,16,02,56,3,14,097
1459923837,2016,04,06,14,23,57,3,14,097
1459910262,2016,04,06,10,37,42,3,14,097
1459923879,2016,04,06,14,24,39,3,14,097
1459929116,2016,04,06,15,51,56,3,14,097
1459922968,2016,04,06,14,09,28,3,14,097
1459931992,2016,04,06,16,39,52,3,14,097
1459929857,2016,04,06,16,04,17,3,14,097
1459910383,2016,04,06,10,39,43,3,14,097
1459922819,2016,04,06,14,06,59,3,14,097
1459925123,2016,04,06,14,45,23,3,14,097
1459930469,2016,04,06,16,14,29,3,14,097
1459930533,2016,04,06,16,15,33,3,14,097
1459914833,2016,04,06,11,53,53,3,14,097
1459931924,2016,04,06,16,38,44,3,14,097
1459930735,2016,04,06,16,18,55,3,14,097
1459929591,2016,04,06,15,59,51,3,14,097
1459932253,2016,04,06,16,44,13,3,14,097
1459935490,2016,04,06,17,38,10,3,14,097
1459932887,2016,04,06,16,54,47,3,14,097
1459933134,2016,04,06,16,58,54,3,14,097
1459936300,2016,04,06,17,51,40,3,14,097
1459930638,2016,04,06,16,17,18,3,14,097
1459930825,2016,04,06,16,20,25,3,14,097
1459925775,2016,04,06,14,56,15,3,14,097
1459930385,2016,04,06,16,13,05,3,14,097
1459929957,2016,04,06,16,05,57,3,14,097
1459927325,2016,04,06,15,22,05,3,14,097
1459927435,2016,04,06,15,23,55,3,14,097
1459934200,2016,04,06,17,16,40,3,14,097
1459935127,2016,04,06,17,32,07,3,14,097
1459934933,2016,04,06,17,28,53,3,14,097
1459931672,2016,04,06,16,34,32,3,14,097
1459929929,2016,04,06,16,05,29,3,14,097
1459931969,2016,04,06,16,39,29,3,14,097
1459931269,2016,04,06,16,27,49,3,14,097
1459932587,2016,04,06,16,49,47,3,14,097
1459933619,2016,04,06,17,06,59,3,14,097
1459933314,2016,04,06,17,01,54,3,14,097
1459932888,2016,04,06,16,54,48,3,14,097
1459933497,2016,04,06,17,04,57,3,14,097
1459933676,2016,04,06,17,07,56,3,14,097
1459935974,2016,04,06,17,46,14,3,14,097
1459935212,2016,04,06,17,33,32,3,14,097
1459936233,2016,04,06,17,50,33,3,14,097
1459932730,2016,04,06,16,52,10,3,14,097
1459932586,2016,04,06,16,49,46,3,14,097
1459936684,2016,04,06,17,58,04,3,14,097
1459930460,2016,04,06,16,14,20,3,14,097
1459929614,2016,04,06,16,00,14,3,14,097
1459935862,2016,04,06,17,44,22,3,14,097
1459938538,2016,04,06,18,28,58,3,14,097
1459936809,2016,04,06,18,00,09,3,14,097
1459937419,2016,04,06,18,10,19,3,14,097
1459930102,2016,04,06,16,08,22,3,14,097
1459935114,2016,04,06,17,31,54,3,14,097
1459934401,2016,04,06,17,20,01,3,14,097
1459931947,2016,04,06,16,39,07,3,14,097
1459937263,2016,04,06,18,07,43,3,14,097
1459935935,2016,04,06,17,45,35,3,14,097
1459931462,2016,04,06,16,31,02,3,14,097
1459939326,2016,04,06,18,42,06,3,14,097
1459937495,2016,04,06,18,11,35,3,14,097
1459937909,2016,04,06,18,18,29,3,14,097
1459938341,2016,04,06,18,25,41,3,14,097
1459923933,2016,04,06,14,25,33,3,14,097
1459937070,2016,04,06,18,04,30,3,14,097
1459937563,2016,04,06,18,12,43,3,14,097
1459937288,2016,04,06,18,08,08,3,14,097
1459931509,2016,04,06,16,31,49,3,14,097
1459922810,2016,04,06,14,06,50,3,14,097
1459934001,2016,04,06,17,13,21,3,14,097
1459937131,2016,04,06,18,05,31,3,14,097
1459933396,2016,04,06,17,03,16,3,14,097
1459937888,2016,04,06,18,18,08,3,14,097
1459931677,2016,04,06,16,34,37,3,14,097
1459939454,2016,04,06,18,44,14,3,14,097
1459939388,2016,04,06,18,43,08,3,14,097
1459939902,2016,04,06,18,51,42,3,14,097
1459932150,2016,04,06,16,42,30,3,14,097
1459936152,2016,04,06,17,49,12,3,14,097
1459939953,2016,04,06,18,52,33,3,14,097
1459943371,2016,04,06,19,49,31,3,14,097
1459938804,2016,04,06,18,33,24,3,14,097
1459938897,2016,04,06,18,34,57,3,14,097
1459934990,2016,04,06,17,29,50,3,14,097
1459939034,2016,04,06,18,37,14,3,14,097
1459940127,2016,04,06,18,55,27,3,14,097
1459941267,2016,04,06,19,14,27,3,14,097
1459939413,2016,04,06,18,43,33,3,14,097
1459935649,2016,04,06,17,40,49,3,14,097
1459940062,2016,04,06,18,54,22,3,14,097
1459939766,2016,04,06,18,49,26,3,14,097
1459942837,2016,04,06,19,40,37,3,14,097
1459943056,2016,04,06,19,44,16,3,14,097
1459940048,2016,04,06,18,54,08,3,14,097
1459937159,2016,04,06,18,05,59,3,14,097
1459936666,2016,04,06,17,57,46,3,14,097
1459926659,2016,04,06,15,10,59,3,14,097
1459940654,2016,04,06,19,04,14,3,14,097
1459936884,2016,04,06,18,01,24,3,14,097
1459936811,2016,04,06,18,00,11,3,14,097
1459940627,2016,04,06,19,03,47,3,14,097
1459927696,2016,04,06,15,28,16,3,14,097
1459942722,2016,04,06,19,38,42,3,14,097
1459942148,2016,04,06,19,29,08,3,14,097
1459938494,2016,04,06,18,28,14,3,14,097
1459941136,2016,04,06,19,12,16,3,14,097
1459941594,2016,04,06,19,19,54,3,14,097
1459937040,2016,04,06,18,04,00,3,14,097
1459944433,2016,04,06,20,07,13,3,14,097
1459939171,2016,04,06,18,39,31,3,14,097
1459942200,2016,04,06,19,30,00,3,14,097
1459942792,2016,04,06,19,39,52,3,14,097
1459942568,2016,04,06,19,36,08,3,14,097
1459937630,2016,04,06,18,13,50,3,14,097
1459947117,2016,04,06,20,51,57,3,14,097
1459940252,2016,04,06,18,57,32,3,14,097
1459947338,2016,04,06,20,55,38,3,14,097
1459940108,2016,04,06,18,55,08,3,14,097
1459946379,2016,04,06,20,39,39,3,14,097
1459947867,2016,04,06,21,04,27,3,14,097
1459947839,2016,04,06,21,03,59,3,14,097
1459945395,2016,04,06,20,23,15,3,14,097
1459940310,2016,04,06,18,58,30,3,14,097
1459931165,2016,04,06,16,26,05,3,14,097
1459946967,2016,04,06,20,49,27,3,14,097
1459941251,2016,04,06,19,14,11,3,14,097
1459948093,2016,04,06,21,08,13,3,14,097
1459949444,2016,04,06,21,30,44,3,14,097
1459947716,2016,04,06,21,01,56,3,14,097
1459948001,2016,04,06,21,06,41,3,14,097
1459947241,2016,04,06,20,54,01,3,14,097
1459945645,2016,04,06,20,27,25,3,14,097
1459940466,2016,04,06,19,01,06,3,14,097
1459947122,2016,04,06,20,52,02,3,14,097
1459944273,2016,04,06,20,04,33,3,14,097
1459951202,2016,04,06,22,00,02,3,14,097
1459934341,2016,04,06,17,19,01,3,14,097
1459951684,2016,04,06,22,08,04,3,14,097
1459944273,2016,04,06,20,04,33,3,14,097
1459949977,2016,04,06,21,39,37,3,14,097
1459935192,2016,04,06,17,33,12,3,14,097
1459948784,2016,04,06,21,19,44,3,14,097
1459948847,2016,04,06,21,20,47,3,14,097
1459948602,2016,04,06,21,16,42,3,14,097
1459954894,2016,04,06,23,01,34,3,14,097
1459938059,2016,04,06,18,20,59,3,14,097
1459955347,2016,04,06,23,09,07,3,14,097
1459950263,2016,04,06,21,44,23,3,14,097
1459951538,2016,04,06,22,05,38,3,14,097
1459947716,2016,04,06,21,01,56,3,14,097
1459950177,2016,04,06,21,42,57,3,14,097
1459958203,2016,04,06,23,56,43,3,14,097
1459955069,2016,04,06,23,04,29,3,14,097
1459955570,2016,04,06,23,12,50,3,14,097
1459954115,2016,04,06,22,48,35,3,14,097
1459958130,2016,04,06,23,55,30,3,14,097
1459959693,2016,04,07,00,21,33,4,14,098
1459956319,2016,04,06,23,25,19,3,14,097
1459951968,2016,04,06,22,12,48,3,14,097
1459959851,2016,04,07,00,24,11,4,14,098
1459940211,2016,04,06,18,56,51,3,14,097
1459956433,2016,04,06,23,27,13,3,14,097
1459955519,2016,04,06,23,11,59,3,14,097
1459955365,2016,04,06,23,09,25,3,14,097
1459955271,2016,04,06,23,07,51,3,14,097
1459974363,2016,04,07,04,26,03,4,14,098
1459970719,2016,04,07,03,25,19,4,14,098
1459958910,2016,04,07,00,08,30,4,14,098
1459959465,2016,04,07,00,17,45,4,14,098
1459964236,2016,04,07,01,37,16,4,14,098
1459957698,2016,04,06,23,48,18,3,14,097
1459969241,2016,04,07,03,00,41,4,14,098
1459953207,2016,04,06,22,33,27,3,14,097
1459958126,2016,04,06,23,55,26,3,14,097
1459959407,2016,04,07,00,16,47,4,14,098
1459980707,2016,04,07,06,11,47,4,14,098
1459955740,2016,04,06,23,15,40,3,14,097
1459985440,2016,04,07,07,30,40,4,14,098
1459983747,2016,04,07,07,02,27,4,14,098
1459955028,2016,04,06,23,03,48,3,14,097
1459956135,2016,04,06,23,22,15,3,14,097
1459970194,2016,04,07,03,16,34,4,14,098
1459986509,2016,04,07,07,48,29,4,14,098
1459945171,2016,04,06,20,19,31,3,14,097
1459986399,2016,04,07,07,46,39,4,14,098
1459967500,2016,04,07,02,31,40,4,14,098
1459966371,2016,04,07,02,12,51,4,14,098
1459962504,2016,04,07,01,08,24,4,14,098
1459987642,2016,04,07,08,07,22,4,14,098
1459985525,2016,04,07,07,32,05,4,14,098
1459988092,2016,04,07,08,14,52,4,14,098
1459986691,2016,04,07,07,51,31,4,14,098
1459987730,2016,04,07,08,08,50,4,14,098
1459975501,2016,04,07,04,45,01,4,14,098
1459988828,2016,04,07,08,27,08,4,14,098
1459964250,2016,04,07,01,37,30,4,14,098
1459988295,2016,04,07,08,18,15,4,14,098
1459987270,2016,04,07,08,01,10,4,14,098
1459949103,2016,04,06,21,25,03,3,14,097
1459989355,2016,04,07,08,35,55,4,14,098
1459989769,2016,04,07,08,42,49,4,14,098
1459961657,2016,04,07,00,54,17,4,14,098
1459989309,2016,04,07,08,35,09,4,14,098
1459949723,2016,04,06,21,35,23,3,14,097
1459983833,2016,04,07,07,03,53,4,14,098
1459991260,2016,04,07,09,07,40,4,14,098
1459991575,2016,04,07,09,12,55,4,14,098
1459949224,2016,04,06,21,27,04,3,14,097
1459987711,2016,04,07,08,08,31,4,14,098
1459991251,2016,04,07,09,07,31,4,14,098
1459990454,2016,04,07,08,54,14,4,14,098
1459987914,2016,04,07,08,11,54,4,14,098
1459953733,2016,04,06,22,42,13,3,14,097
1459988157,2016,04,07,08,15,57,4,14,098
1459993194,2016,04,07,09,39,54,4,14,098
1459989852,2016,04,07,08,44,12,4,14,098
1459988283,2016,04,07,08,18,03,4,14,098
1459988097,2016,04,07,08,14,57,4,14,098
1459988830,2016,04,07,08,27,10,4,14,098
1459987885,2016,04,07,08,11,25,4,14,098
1459989210,2016,04,07,08,33,30,4,14,098
1459986754,2016,04,07,07,52,34,4,14,098
1459989827,2016,04,07,08,43,47,4,14,098
1459995291,2016,04,07,10,14,51,4,14,098
1459989249,2016,04,07,08,34,09,4,14,098
1459993617,2016,04,07,09,46,57,4,14,098
1459991113,2016,04,07,09,05,13,4,14,098
1459994020,2016,04,07,09,53,40,4,14,098
1459990075,2016,04,07,08,47,55,4,14,098
1459990163,2016,04,07,08,49,23,4,14,098
1459990560,2016,04,07,08,56,00,4,14,098
1459993637,2016,04,07,09,47,17,4,14,098
1459990986,2016,04,07,09,03,06,4,14,098
1459996385,2016,04,07,10,33,05,4,14,098
1459997008,2016,04,07,10,43,28,4,14,098
1459997373,2016,04,07,10,49,33,4,14,098
1459996490,2016,04,07,10,34,50,4,14,098
