time,Y,m,d,H,M,S,w,yweek,yday
1442116608,2015,09,13,11,56,48,0,37,256
1442116622,2015,09,13,11,57,02,0,37,256
1442118109,2015,09,13,12,21,49,0,37,256
1442116310,2015,09,13,11,51,50,0,37,256
1442118668,2015,09,13,12,31,08,0,37,256
1442114591,2015,09,13,11,23,11,0,37,256
1442065208,2015,09,12,21,40,08,6,36,255
1442065546,2015,09,12,21,45,46,6,36,255
1442118874,2015,09,13,12,34,34,0,37,256
1442077893,2015,09,13,01,11,33,0,37,256
1442116245,2015,09,13,11,50,45,0,37,256
1442116521,2015,09,13,11,55,21,0,37,256
1442079646,2015,09,13,01,40,46,0,37,256
1442119903,2015,09,13,12,51,43,0,37,256
1442113293,2015,09,13,11,01,33,0,37,256
1442120266,2015,09,13,12,57,46,0,37,256
1442119797,2015,09,13,12,49,57,0,37,256
1442120116,2015,09,13,12,55,16,0,37,256
1442120176,2015,09,13,12,56,16,0,37,256
1442120203,2015,09,13,12,56,43,0,37,256
1442094937,2015,09,13,05,55,37,0,37,256
1442114225,2015,09,13,11,17,05,0,37,256
1442121514,2015,09,13,13,18,34,0,37,256
1442120868,2015,09,13,13,07,48,0,37,256
1442122308,2015,09,13,13,31,48,0,37,256
1442121220,2015,09,13,13,13,40,0,37,256
1442123723,2015,09,13,13,55,23,0,37,256
1442100192,2015,09,13,07,23,12,0,37,256
1442122554,2015,09,13,13,35,54,0,37,256
1442124088,2015,09,13,14,01,28,0,37,256
1442123229,2015,09,13,13,47,09,0,37,256
1442088264,2015,09,13,04,04,24,0,37,256
1442123263,2015,09,13,13,47,43,0,37,256
1442124180,2015,09,13,14,03,00,0,37,256
1442125172,2015,09,13,14,19,32,0,37,256
1442120091,2015,09,13,12,54,51,0,37,256
1442094248,2015,09,13,05,44,08,0,37,256
1442124601,2015,09,13,14,10,01,0,37,256
1442125283,2015,09,13,14,21,23,0,37,256
1442125258,2015,09,13,14,20,58,0,37,256
1442126074,2015,09,13,14,34,34,0,37,256
1442120883,2015,09,13,13,08,03,0,37,256
1442126505,2015,09,13,14,41,45,0,37,256
1442127019,2015,09,13,14,50,19,0,37,256
1442102549,2015,09,13,08,02,29,0,37,256
1442127783,2015,09,13,15,03,03,0,37,256
1442121589,2015,09,13,13,19,49,0,37,256
1442121631,2015,09,13,13,20,31,0,37,256
1442101483,2015,09,13,07,44,43,0,37,256
1442100516,2015,09,13,07,28,36,0,37,256
1442128212,2015,09,13,15,10,12,0,37,256
1442129028,2015,09,13,15,23,48,0,37,256
1442129389,2015,09,13,15,29,49,0,37,256
1442122920,2015,09,13,13,42,00,0,37,256
1442128990,2015,09,13,15,23,10,0,37,256
1442127298,2015,09,13,14,54,58,0,37,256
1442130439,2015,09,13,15,47,19,0,37,256
1442129009,2015,09,13,15,23,29,0,37,256
1442130524,2015,09,13,15,48,44,0,37,256
1442129345,2015,09,13,15,29,05,0,37,256
1442129327,2015,09,13,15,28,47,0,37,256
1442128305,2015,09,13,15,11,45,0,37,256
1442132116,2015,09,13,16,15,16,0,37,256
1442125382,2015,09,13,14,23,02,0,37,256
1442129638,2015,09,13,15,33,58,0,37,256
1442129852,2015,09,13,15,37,32,0,37,256
1442130463,2015,09,13,15,47,43,0,37,256
1442129608,2015,09,13,15,33,28,0,37,256
1442125980,2015,09,13,14,33,00,0,37,256
1442111996,2015,09,13,10,39,56,0,37,256
1442132125,2015,09,13,16,15,25,0,37,256
1442132582,2015,09,13,16,23,02,0,37,256
1442132118,2015,09,13,16,15,18,0,37,256
1442134114,2015,09,13,16,48,34,0,37,256
1442135327,2015,09,13,17,08,47,0,37,256
1442133437,2015,09,13,16,37,17,0,37,256
1442133201,2015,09,13,16,33,21,0,37,256
1442135454,2015,09,13,17,10,54,0,37,256
1442134298,2015,09,13,16,51,38,0,37,256
1442136485,2015,09,13,17,28,05,0,37,256
1442135549,2015,09,13,17,12,29,0,37,256
1442136197,2015,09,13,17,23,17,0,37,256
1442135153,2015,09,13,17,05,53,0,37,256
1442134565,2015,09,13,16,56,05,0,37,256
1442137599,2015,09,13,17,46,39,0,37,256
1442136618,2015,09,13,17,30,18,0,37,256
1442137252,2015,09,13,17,40,52,0,37,256
1442119724,2015,09,13,12,48,44,0,37,256
1442136758,2015,09,13,17,32,38,0,37,256
1442138527,2015,09,13,18,02,07,0,37,256
1442139750,2015,09,13,18,22,30,0,37,256
1442119135,2015,09,13,12,38,55,0,37,256
1442140014,2015,09,13,18,26,54,0,37,256
1442113742,2015,09,13,11,09,02,0,37,256
1442142064,2015,09,13,19,01,04,0,37,256
1442139904,2015,09,13,18,25,04,0,37,256
1442138733,2015,09,13,18,05,33,0,37,256
1442139372,2015,09,13,18,16,12,0,37,256
1442113099,2015,09,13,10,58,19,0,37,256
1442120620,2015,09,13,13,03,40,0,37,256
1442138526,2015,09,13,18,02,06,0,37,256
1442138717,2015,09,13,18,05,17,0,37,256
1442141155,2015,09,13,18,45,55,0,37,256
1442138849,2015,09,13,18,07,29,0,37,256
1442139652,2015,09,13,18,20,52,0,37,256
1442133470,2015,09,13,16,37,50,0,37,256
1442139075,2015,09,13,18,11,15,0,37,256
1442115198,2015,09,13,11,33,18,0,37,256
1442142015,2015,09,13,19,00,15,0,37,256
1442142826,2015,09,13,19,13,46,0,37,256
1442141194,2015,09,13,18,46,34,0,37,256
1442142784,2015,09,13,19,13,04,0,37,256
1442125275,2015,09,13,14,21,15,0,37,256
1442125285,2015,09,13,14,21,25,0,37,256
1442125554,2015,09,13,14,25,54,0,37,256
1442142166,2015,09,13,19,02,46,0,37,256
1442140631,2015,09,13,18,37,11,0,37,256
1442142062,2015,09,13,19,01,02,0,37,256
1442132003,2015,09,13,16,13,23,0,37,256
1442143856,2015,09,13,19,30,56,0,37,256
1442123794,2015,09,13,13,56,34,0,37,256
1442132160,2015,09,13,16,16,00,0,37,256
1442143958,2015,09,13,19,32,38,0,37,256
1442140693,2015,09,13,18,38,13,0,37,256
1442135404,2015,09,13,17,10,04,0,37,256
1442134661,2015,09,13,16,57,41,0,37,256
1442129292,2015,09,13,15,28,12,0,37,256
1442141548,2015,09,13,18,52,28,0,37,256
1442136716,2015,09,13,17,31,56,0,37,256
1442135839,2015,09,13,17,17,19,0,37,256
1442144586,2015,09,13,19,43,06,0,37,256
1442144594,2015,09,13,19,43,14,0,37,256
1442143299,2015,09,13,19,21,39,0,37,256
1442145428,2015,09,13,19,57,08,0,37,256
1442142511,2015,09,13,19,08,31,0,37,256
1442141962,2015,09,13,18,59,22,0,37,256
1442145342,2015,09,13,19,55,42,0,37,256
1442145226,2015,09,13,19,53,46,0,37,256
1442146203,2015,09,13,20,10,03,0,37,256
1442120790,2015,09,13,13,06,30,0,37,256
1442147096,2015,09,13,20,24,56,0,37,256
1442143990,2015,09,13,19,33,10,0,37,256
1442142764,2015,09,13,19,12,44,0,37,256
1442147651,2015,09,13,20,34,11,0,37,256
1442146871,2015,09,13,20,21,11,0,37,256
1442146771,2015,09,13,20,19,31,0,37,256
1442147261,2015,09,13,20,27,41,0,37,256
1442120848,2015,09,13,13,07,28,0,37,256
1442149153,2015,09,13,20,59,13,0,37,256
1442149125,2015,09,13,20,58,45,0,37,256
1442149193,2015,09,13,20,59,53,0,37,256
1442149185,2015,09,13,20,59,45,0,37,256
1442150583,2015,09,13,21,23,03,0,37,256
1442149324,2015,09,13,21,02,04,0,37,256
1442149436,2015,09,13,21,03,56,0,37,256
1442145819,2015,09,13,20,03,39,0,37,256
1442150454,2015,09,13,21,20,54,0,37,256
1442149172,2015,09,13,20,59,32,0,37,256
1442150070,2015,09,13,21,14,30,0,37,256
1442150469,2015,09,13,21,21,09,0,37,256
1442151439,2015,09,13,21,37,19,0,37,256
1442153625,2015,09,13,22,13,45,0,37,256
1442151744,2015,09,13,21,42,24,0,37,256
1442152205,2015,09,13,21,50,05,0,37,256
1442149488,2015,09,13,21,04,48,0,37,256
1442151574,2015,09,13,21,39,34,0,37,256
1442151256,2015,09,13,21,34,16,0,37,256
1442124702,2015,09,13,14,11,42,0,37,256
1442152274,2015,09,13,21,51,14,0,37,256
1442152311,2015,09,13,21,51,51,0,37,256
1442152027,2015,09,13,21,47,07,0,37,256
1442151342,2015,09,13,21,35,42,0,37,256
1442153239,2015,09,13,22,07,19,0,37,256
1442155466,2015,09,13,22,44,26,0,37,256
1442153502,2015,09,13,22,11,42,0,37,256
1442154510,2015,09,13,22,28,30,0,37,256
1442150527,2015,09,13,21,22,07,0,37,256
1442152815,2015,09,13,22,00,15,0,37,256
1442155050,2015,09,13,22,37,30,0,37,256
1442127341,2015,09,13,14,55,41,0,37,256
1442149130,2015,09,13,20,58,50,0,37,256
1442156154,2015,09,13,22,55,54,0,37,256
1442155736,2015,09,13,22,48,56,0,37,256
1442153332,2015,09,13,22,08,52,0,37,256
1442156617,2015,09,13,23,03,37,0,37,256
1442156543,2015,09,13,23,02,23,0,37,256
1442152793,2015,09,13,21,59,53,0,37,256
1442156093,2015,09,13,22,54,53,0,37,256
1442152310,2015,09,13,21,51,50,0,37,256
1442129799,2015,09,13,15,36,39,0,37,256
1442129505,2015,09,13,15,31,45,0,37,256
1442152793,2015,09,13,21,59,53,0,37,256
1442155840,2015,09,13,22,50,40,0,37,256
1442157073,2015,09,13,23,11,13,0,37,256
1442154908,2015,09,13,22,35,08,0,37,256
1442155365,2015,09,13,22,42,45,0,37,256
1442159654,2015,09,13,23,54,14,0,37,256
1442159110,2015,09,13,23,45,10,0,37,256
1442161547,2015,09,14,00,25,47,1,37,257
1442157867,2015,09,13,23,24,27,0,37,256
1442154881,2015,09,13,22,34,41,0,37,256
1442160222,2015,09,14,00,03,42,1,37,257
1442178192,2015,09,14,05,03,12,1,37,257
1442157320,2015,09,13,23,15,20,0,37,256
1442132033,2015,09,13,16,13,53,0,37,256
1442132238,2015,09,13,16,17,18,0,37,256
1442177579,2015,09,14,04,52,59,1,37,257
1442133419,2015,09,13,16,36,59,0,37,256
1442133410,2015,09,13,16,36,50,0,37,256
1442166358,2015,09,14,01,45,58,1,37,257
1442159992,2015,09,13,23,59,52,0,37,256
1442187527,2015,09,14,07,38,47,1,37,257
1442182991,2015,09,14,06,23,11,1,37,257
1442172513,2015,09,14,03,28,33,1,37,257
1442186710,2015,09,14,07,25,10,1,37,257
1442186109,2015,09,14,07,15,09,1,37,257
1442187703,2015,09,14,07,41,43,1,37,257
1442186646,2015,09,14,07,24,06,1,37,257
1442186791,2015,09,14,07,26,31,1,37,257
1442184952,2015,09,14,06,55,52,1,37,257
1442188718,2015,09,14,07,58,38,1,37,257
1442189061,2015,09,14,08,04,21,1,37,257
1442188159,2015,09,14,07,49,19,1,37,257
1442187351,2015,09,14,07,35,51,1,37,257
1442186597,2015,09,14,07,23,17,1,37,257
1442189014,2015,09,14,08,03,34,1,37,257
1442186128,2015,09,14,07,15,28,1,37,257
1442188658,2015,09,14,07,57,38,1,37,257
1442188758,2015,09,14,07,59,18,1,37,257
1442190619,2015,09,14,08,30,19,1,37,257
1442187319,2015,09,14,07,35,19,1,37,257
1442190569,2015,09,14,08,29,29,1,37,257
1442189562,2015,09,14,08,12,42,1,37,257
1442138495,2015,09,13,18,01,35,0,37,256
1442188906,2015,09,14,08,01,46,1,37,257
1442138756,2015,09,13,18,05,56,0,37,256
1442187295,2015,09,14,07,34,55,1,37,257
1442189689,2015,09,14,08,14,49,1,37,257
1442186597,2015,09,14,07,23,17,1,37,257
1442189127,2015,09,14,08,05,27,1,37,257
1442188376,2015,09,14,07,52,56,1,37,257
1442188737,2015,09,14,07,58,57,1,37,257
1442190032,2015,09,14,08,20,32,1,37,257
1442188987,2015,09,14,08,03,07,1,37,257
1442189886,2015,09,14,08,18,06,1,37,257
1442189014,2015,09,14,08,03,34,1,37,257
1442189976,2015,09,14,08,19,36,1,37,257
1442140325,2015,09,13,18,32,05,0,37,256
1442190620,2015,09,14,08,30,20,1,37,257
1442190361,2015,09,14,08,26,01,1,37,257
1442190940,2015,09,14,08,35,40,1,37,257
1442139426,2015,09,13,18,17,06,0,37,256
1442191509,2015,09,14,08,45,09,1,37,257
1442191399,2015,09,14,08,43,19,1,37,257
1442189343,2015,09,14,08,09,03,1,37,257
1442191555,2015,09,14,08,45,55,1,37,257
1442190362,2015,09,14,08,26,02,1,37,257
1442190904,2015,09,14,08,35,04,1,37,257
1442190967,2015,09,14,08,36,07,1,37,257
1442190840,2015,09,14,08,34,00,1,37,257
1442189830,2015,09,14,08,17,10,1,37,257
1442189213,2015,09,14,08,06,53,1,37,257
1442192273,2015,09,14,08,57,53,1,37,257
1442192059,2015,09,14,08,54,19,1,37,257
1442192911,2015,09,14,09,08,31,1,37,257
1442192208,2015,09,14,08,56,48,1,37,257
1442191469,2015,09,14,08,44,29,1,37,257
1442193239,2015,09,14,09,13,59,1,37,257
1442191077,2015,09,14,08,37,57,1,37,257
1442191629,2015,09,14,08,47,09,1,37,257
1442190137,2015,09,14,08,22,17,1,37,257
1442193556,2015,09,14,09,19,16,1,37,257
1442193968,2015,09,14,09,26,08,1,37,257
1442192913,2015,09,14,09,08,33,1,37,257
1442194518,2015,09,14,09,35,18,1,37,257
1442142456,2015,09,13,19,07,36,0,37,256
1442193959,2015,09,14,09,25,59,1,37,257
1442194195,2015,09,14,09,29,55,1,37,257
1442194329,2015,09,14,09,32,09,1,37,257
1442194638,2015,09,14,09,37,18,1,37,257
1442195383,2015,09,14,09,49,43,1,37,257
1442194655,2015,09,14,09,37,35,1,37,257
1442195895,2015,09,14,09,58,15,1,37,257
1442195504,2015,09,14,09,51,44,1,37,257
1442195564,2015,09,14,09,52,44,1,37,257
1442143246,2015,09,13,19,20,46,0,37,256
1442196200,2015,09,14,10,03,20,1,37,257
1442195684,2015,09,14,09,54,44,1,37,257
1442195599,2015,09,14,09,53,19,1,37,257
1442195370,2015,09,14,09,49,30,1,37,257
1442195926,2015,09,14,09,58,46,1,37,257
1442197072,2015,09,14,10,17,52,1,37,257
1442195683,2015,09,14,09,54,43,1,37,257
1442197867,2015,09,14,10,31,07,1,37,257
1442195926,2015,09,14,09,58,46,1,37,257
1442198077,2015,09,14,10,34,37,1,37,257
1442197362,2015,09,14,10,22,42,1,37,257
1442196742,2015,09,14,10,12,22,1,37,257
1442196240,2015,09,14,10,04,00,1,37,257
1442197862,2015,09,14,10,31,02,1,37,257
1442197917,2015,09,14,10,31,57,1,37,257
1442198014,2015,09,14,10,33,34,1,37,257
1442199506,2015,09,14,10,58,26,1,37,257
1442198295,2015,09,14,10,38,15,1,37,257
1442197844,2015,09,14,10,30,44,1,37,257
1442197555,2015,09,14,10,25,55,1,37,257
1442198937,2015,09,14,10,48,57,1,37,257
1442199614,2015,09,14,11,00,14,1,37,257
1442197671,2015,09,14,10,27,51,1,37,257
1442197898,2015,09,14,10,31,38,1,37,257
1442198799,2015,09,14,10,46,39,1,37,257
1442198197,2015,09,14,10,36,37,1,37,257
1442198303,2015,09,14,10,38,23,1,37,257
1442197958,2015,09,14,10,32,38,1,37,257
1442197222,2015,09,14,10,20,22,1,37,257
1442198171,2015,09,14,10,36,11,1,37,257
1442199393,2015,09,14,10,56,33,1,37,257
1442199602,2015,09,14,11,00,02,1,37,257
1442199697,2015,09,14,11,01,37,1,37,257
1442197930,2015,09,14,10,32,10,1,37,257
1442199898,2015,09,14,11,04,58,1,37,257
1442199045,2015,09,14,10,50,45,1,37,257
1442201842,2015,09,14,11,37,22,1,37,257
1442201998,2015,09,14,11,39,58,1,37,257
1442201324,2015,09,14,11,28,44,1,37,257
1442199755,2015,09,14,11,02,35,1,37,257
1442201319,2015,09,14,11,28,39,1,37,257
1442199395,2015,09,14,10,56,35,1,37,257
1442200563,2015,09,14,11,16,03,1,37,257
1442202917,2015,09,14,11,55,17,1,37,257
1442204696,2015,09,14,12,24,56,1,37,257
1442202437,2015,09,14,11,47,17,1,37,257
1442204395,2015,09,14,12,19,55,1,37,257
1442205694,2015,09,14,12,41,34,1,37,257
1442202252,2015,09,14,11,44,12,1,37,257
1442202663,2015,09,14,11,51,03,1,37,257
1442202338,2015,09,14,11,45,38,1,37,257
1442202139,2015,09,14,11,42,19,1,37,257
1442203100,2015,09,14,11,58,20,1,37,257
1442202326,2015,09,14,11,45,26,1,37,257
1442204621,2015,09,14,12,23,41,1,37,257
1442202741,2015,09,14,11,52,21,1,37,257
1442204009,2015,09,14,12,13,29,1,37,257
1442203360,2015,09,14,12,02,40,1,37,257
1442205011,2015,09,14,12,30,11,1,37,257
1442203850,2015,09,14,12,10,50,1,37,257
1442203289,2015,09,14,12,01,29,1,37,257
1442203822,2015,09,14,12,10,22,1,37,257
1442203126,2015,09,14,11,58,46,1,37,257
1442203891,2015,09,14,12,11,31,1,37,257
1442206434,2015,09,14,12,53,54,1,37,257
1442208588,2015,09,14,13,29,48,1,37,257
1442203814,2015,09,14,12,10,14,1,37,257
1442207906,2015,09,14,13,18,26,1,37,257
1442204845,2015,09,14,12,27,25,1,37,257
1442205187,2015,09,14,12,33,07,1,37,257
1442205622,2015,09,14,12,40,22,1,37,257
1442205196,2015,09,14,12,33,16,1,37,257
1442208407,2015,09,14,13,26,47,1,37,257
1442208398,2015,09,14,13,26,38,1,37,257
1442208168,2015,09,14,13,22,48,1,37,257
1442205748,2015,09,14,12,42,28,1,37,257
1442204958,2015,09,14,12,29,18,1,37,257
1442206489,2015,09,14,12,54,49,1,37,257
1442206261,2015,09,14,12,51,01,1,37,257
1442209406,2015,09,14,13,43,26,1,37,257
1442207171,2015,09,14,13,06,11,1,37,257
1442209238,2015,09,14,13,40,38,1,37,257
1442209825,2015,09,14,13,50,25,1,37,257
1442208143,2015,09,14,13,22,23,1,37,257
1442209630,2015,09,14,13,47,10,1,37,257
1442210956,2015,09,14,14,09,16,1,37,257
1442209141,2015,09,14,13,39,01,1,37,257
1442209841,2015,09,14,13,50,41,1,37,257
1442210308,2015,09,14,13,58,28,1,37,257
1442210828,2015,09,14,14,07,08,1,37,257
1442208146,2015,09,14,13,22,26,1,37,257
1442206855,2015,09,14,13,00,55,1,37,257
1442209392,2015,09,14,13,43,12,1,37,257
1442210766,2015,09,14,14,06,06,1,37,257
1442212322,2015,09,14,14,32,02,1,37,257
1442213251,2015,09,14,14,47,31,1,37,257
1442209845,2015,09,14,13,50,45,1,37,257
1442209033,2015,09,14,13,37,13,1,37,257
1442213200,2015,09,14,14,46,40,1,37,257
1442211778,2015,09,14,14,22,58,1,37,257
1442213405,2015,09,14,14,50,05,1,37,257
1442213286,2015,09,14,14,48,06,1,37,257
1442214117,2015,09,14,15,01,57,1,37,257
1442165977,2015,09,14,01,39,37,1,37,257
1442213633,2015,09,14,14,53,53,1,37,257
1442214241,2015,09,14,15,04,01,1,37,257
1442211804,2015,09,14,14,23,24,1,37,257
1442213222,2015,09,14,14,47,02,1,37,257
1442214223,2015,09,14,15,03,43,1,37,257
1442216641,2015,09,14,15,44,01,1,37,257
1442211538,2015,09,14,14,18,58,1,37,257
1442216630,2015,09,14,15,43,50,1,37,257
1442216867,2015,09,14,15,47,47,1,37,257
1442217621,2015,09,14,16,00,21,1,37,257
1442214217,2015,09,14,15,03,37,1,37,257
1442215692,2015,09,14,15,28,12,1,37,257
1442213752,2015,09,14,14,55,52,1,37,257
1442216801,2015,09,14,15,46,41,1,37,257
1442215295,2015,09,14,15,21,35,1,37,257
1442217946,2015,09,14,16,05,46,1,37,257
1442215836,2015,09,14,15,30,36,1,37,257
1442214875,2015,09,14,15,14,35,1,37,257
1442217782,2015,09,14,16,03,02,1,37,257
1442219095,2015,09,14,16,24,55,1,37,257
1442188042,2015,09,14,07,47,22,1,37,257
1442219073,2015,09,14,16,24,33,1,37,257
1442217779,2015,09,14,16,02,59,1,37,257
1442219412,2015,09,14,16,30,12,1,37,257
1442214244,2015,09,14,15,04,04,1,37,257
1442217260,2015,09,14,15,54,20,1,37,257
1442220791,2015,09,14,16,53,11,1,37,257
1442218477,2015,09,14,16,14,37,1,37,257
1442221126,2015,09,14,16,58,46,1,37,257
1442217518,2015,09,14,15,58,38,1,37,257
1442218987,2015,09,14,16,23,07,1,37,257
1442189261,2015,09,14,08,07,41,1,37,257
1442222558,2015,09,14,17,22,38,1,37,257
1442218793,2015,09,14,16,19,53,1,37,257
1442189308,2015,09,14,08,08,28,1,37,257
1442219142,2015,09,14,16,25,42,1,37,257
1442221647,2015,09,14,17,07,27,1,37,257
1442220354,2015,09,14,16,45,54,1,37,257
1442218866,2015,09,14,16,21,06,1,37,257
1442222165,2015,09,14,17,16,05,1,37,257
1442222164,2015,09,14,17,16,04,1,37,257
1442223837,2015,09,14,17,43,57,1,37,257
1442223600,2015,09,14,17,40,00,1,37,257
1442223081,2015,09,14,17,31,21,1,37,257
1442221789,2015,09,14,17,09,49,1,37,257
1442220037,2015,09,14,16,40,37,1,37,257
1442224078,2015,09,14,17,47,58,1,37,257
1442224620,2015,09,14,17,57,00,1,37,257
1442224692,2015,09,14,17,58,12,1,37,257
1442223550,2015,09,14,17,39,10,1,37,257
1442224761,2015,09,14,17,59,21,1,37,257
1442225557,2015,09,14,18,12,37,1,37,257
1442222174,2015,09,14,17,16,14,1,37,257
1442191867,2015,09,14,08,51,07,1,37,257
1442225524,2015,09,14,18,12,04,1,37,257
1442192349,2015,09,14,08,59,09,1,37,257
1442225424,2015,09,14,18,10,24,1,37,257
1442225948,2015,09,14,18,19,08,1,37,257
1442225716,2015,09,14,18,15,16,1,37,257
1442225559,2015,09,14,18,12,39,1,37,257
1442193047,2015,09,14,09,10,47,1,37,257
1442225046,2015,09,14,18,04,06,1,37,257
1442225007,2015,09,14,18,03,27,1,37,257
1442192954,2015,09,14,09,09,14,1,37,257
1442225761,2015,09,14,18,16,01,1,37,257
1442227217,2015,09,14,18,40,17,1,37,257
1442193813,2015,09,14,09,23,33,1,37,257
1442224249,2015,09,14,17,50,49,1,37,257
1442228106,2015,09,14,18,55,06,1,37,257
1442227947,2015,09,14,18,52,27,1,37,257
1442194569,2015,09,14,09,36,09,1,37,257
1442227460,2015,09,14,18,44,20,1,37,257
1442227093,2015,09,14,18,38,13,1,37,257
1442225079,2015,09,14,18,04,39,1,37,257
1442227993,2015,09,14,18,53,13,1,37,257
1442228810,2015,09,14,19,06,50,1,37,257
1442226076,2015,09,14,18,21,16,1,37,257
1442229280,2015,09,14,19,14,40,1,37,257
1442227857,2015,09,14,18,50,57,1,37,257
1442226000,2015,09,14,18,20,00,1,37,257
1442229349,2015,09,14,19,15,49,1,37,257
1442226488,2015,09,14,18,28,08,1,37,257
1442226292,2015,09,14,18,24,52,1,37,257
1442196277,2015,09,14,10,04,37,1,37,257
1442228396,2015,09,14,18,59,56,1,37,257
1442226318,2015,09,14,18,25,18,1,37,257
1442228673,2015,09,14,19,04,33,1,37,257
1442228963,2015,09,14,19,09,23,1,37,257
1442230931,2015,09,14,19,42,11,1,37,257
1442226497,2015,09,14,18,28,17,1,37,257
1442228271,2015,09,14,18,57,51,1,37,257
1442227650,2015,09,14,18,47,30,1,37,257
1442229564,2015,09,14,19,19,24,1,37,257
1442230593,2015,09,14,19,36,33,1,37,257
1442230471,2015,09,14,19,34,31,1,37,257
1442229788,2015,09,14,19,23,08,1,37,257
1442229849,2015,09,14,19,24,09,1,37,257
1442199280,2015,09,14,10,54,40,1,37,257
1442230348,2015,09,14,19,32,28,1,37,257
1442229102,2015,09,14,19,11,42,1,37,257
1442227801,2015,09,14,18,50,01,1,37,257
1442229407,2015,09,14,19,16,47,1,37,257
1442230513,2015,09,14,19,35,13,1,37,257
1442230062,2015,09,14,19,27,42,1,37,257
1442230102,2015,09,14,19,28,22,1,37,257
1442228905,2015,09,14,19,08,25,1,37,257
1442229444,2015,09,14,19,17,24,1,37,257
1442198837,2015,09,14,10,47,17,1,37,257
1442227575,2015,09,14,18,46,15,1,37,257
1442231762,2015,09,14,19,56,02,1,37,257
1442231453,2015,09,14,19,50,53,1,37,257
1442232812,2015,09,14,20,13,32,1,37,257
1442232933,2015,09,14,20,15,33,1,37,257
1442200283,2015,09,14,11,11,23,1,37,257
1442232770,2015,09,14,20,12,50,1,37,257
1442201404,2015,09,14,11,30,04,1,37,257
1442228444,2015,09,14,19,00,44,1,37,257
1442234739,2015,09,14,20,45,39,1,37,257
1442229938,2015,09,14,19,25,38,1,37,257
1442233117,2015,09,14,20,18,37,1,37,257
1442232887,2015,09,14,20,14,47,1,37,257
1442229852,2015,09,14,19,24,12,1,37,257
1442233556,2015,09,14,20,25,56,1,37,257
1442203843,2015,09,14,12,10,43,1,37,257
1442203628,2015,09,14,12,07,08,1,37,257
1442229696,2015,09,14,19,21,36,1,37,257
1442203816,2015,09,14,12,10,16,1,37,257
1442235355,2015,09,14,20,55,55,1,37,257
1442231302,2015,09,14,19,48,22,1,37,257
1442234207,2015,09,14,20,36,47,1,37,257
1442234811,2015,09,14,20,46,51,1,37,257
1442236762,2015,09,14,21,19,22,1,37,257
1442235824,2015,09,14,21,03,44,1,37,257
1442233040,2015,09,14,20,17,20,1,37,257
1442203891,2015,09,14,12,11,31,1,37,257
1442233748,2015,09,14,20,29,08,1,37,257
1442230509,2015,09,14,19,35,09,1,37,257
1442237792,2015,09,14,21,36,32,1,37,257
1442207046,2015,09,14,13,04,06,1,37,257
1442238795,2015,09,14,21,53,15,1,37,257
1442234485,2015,09,14,20,41,25,1,37,257
1442238274,2015,09,14,21,44,34,1,37,257
1442235044,2015,09,14,20,50,44,1,37,257
1442239086,2015,09,14,21,58,06,1,37,257
1442234462,2015,09,14,20,41,02,1,37,257
1442235674,2015,09,14,21,01,14,1,37,257
1442207072,2015,09,14,13,04,32,1,37,257
1442235926,2015,09,14,21,05,26,1,37,257
1442235421,2015,09,14,20,57,01,1,37,257
1442208916,2015,09,14,13,35,16,1,37,257
1442239513,2015,09,14,22,05,13,1,37,257
1442236894,2015,09,14,21,21,34,1,37,257
1442241050,2015,09,14,22,30,50,1,37,257
1442235531,2015,09,14,20,58,51,1,37,257
1442244229,2015,09,14,23,23,49,1,37,257
1442211463,2015,09,14,14,17,43,1,37,257
1442237215,2015,09,14,21,26,55,1,37,257
1442239057,2015,09,14,21,57,37,1,37,257
1442240110,2015,09,14,22,15,10,1,37,257
1442243355,2015,09,14,23,09,15,1,37,257
1442245671,2015,09,14,23,47,51,1,37,257
1442241768,2015,09,14,22,42,48,1,37,257
1442246411,2015,09,15,00,00,11,2,37,258
1442245511,2015,09,14,23,45,11,1,37,257
1442241233,2015,09,14,22,33,53,1,37,257
1442250693,2015,09,15,01,11,33,2,37,258
1442244278,2015,09,14,23,24,38,1,37,257
1442245902,2015,09,14,23,51,42,1,37,257
1442241523,2015,09,14,22,38,43,1,37,257
1442255563,2015,09,15,02,32,43,2,37,258
1442247852,2015,09,15,00,24,12,2,37,258
1442251574,2015,09,15,01,26,14,2,37,258
1442249979,2015,09,15,00,59,39,2,37,258
1442249260,2015,09,15,00,47,40,2,37,258
1442264988,2015,09,15,05,09,48,2,37,258
1442248923,2015,09,15,00,42,03,2,37,258
1442272148,2015,09,15,07,09,08,2,37,258
1442272058,2015,09,15,07,07,38,2,37,258
1442243043,2015,09,14,23,04,03,1,37,257
1442219261,2015,09,14,16,27,41,1,37,257
1442273724,2015,09,15,07,35,24,2,37,258
1442273597,2015,09,15,07,33,17,2,37,258
1442221545,2015,09,14,17,05,45,1,37,257
1442273882,2015,09,15,07,38,02,2,37,258
1442271111,2015,09,15,06,51,51,2,37,258
1442274319,2015,09,15,07,45,19,2,37,258
1442259090,2015,09,15,03,31,30,2,37,258
1442269799,2015,09,15,06,29,59,2,37,258
1442252249,2015,09,15,01,37,29,2,37,258
1442250229,2015,09,15,01,03,49,2,37,258
1442273136,2015,09,15,07,25,36,2,37,258
1442275923,2015,09,15,08,12,03,2,37,258
