date,goods_name,len_p,len_n,min_p,min_n,m_p,m_n,sum_p,sum_n
2016-12-07,国五95#车用汽油,14,14,61500,9609,61500,28783.5,861000,382556
2016-12-07,国五98#车用汽油,2,2,68500,30000,68500,31650.0,137000,63300
2016-12-08,国五92#车用汽油,52,52,55500,4784,55500,19138.0,2886000,1014646
2016-12-08,国五95#车用汽油,10,10,61500,14414,61500,25176.5,615000,241099
2016-12-09,国五92#车用汽油,57,57,55500,9569,55500,19138.0,3163500,1120977
2016-12-09,国五95#车用汽油,14,14,61500,18450,61500,26425.5,861000,374766
2016-12-10,国五92#车用汽油,43,43,55500,3828,55500,19138.0,2386500,856837
2016-12-10,国五95#车用汽油,15,15,61500,14414,61500,24600.0,922500,403498
2016-12-10,国五98#车用汽油,1,1,68500,30000,68500,30000.0,68500,30000
2016-12-11,国五92#车用汽油,41,41,55500,9569,55500,19138.0,2275500,827812
2016-12-11,国五95#车用汽油,13,13,61500,9609,61500,28828.0,799500,357661
2016-12-12,国五92#车用汽油,39,39,55500,9569,55500,19138.0,2164500,794620
2016-12-12,国五95#车用汽油,8,8,61500,19219,61500,28347.5,492000,216595
2016-12-13,国五92#车用汽油,30,30,55500,1818,55500,19138.0,1665000,571508
2016-12-13,国五95#车用汽油,10,10,61500,9609,61500,19219.0,615000,190265
2016-12-13,国五98#车用汽油,1,1,68500,50000,68500,50000.0,68500,50000
2016-12-14,国五92#车用汽油,18,18,55500,9569,55500,22009.0,999000,366200
2016-12-14,国五95#车用汽油,4,4,61500,15855,61500,23783.5,246000,92250
2016-12-15,国五92#车用汽油,23,23,55500,4797,59000,19138.0,1339500,411304
2016-12-15,国五95#车用汽油,3,3,61500,14414,61500,14444.0,188000,65854
2016-12-16,国五92#车用汽油,21,21,59000,9593,59000,19187.0,1239000,452356
2016-12-16,国五95#车用汽油,6,6,65000,23881,65000,29069.5,390000,196247
2016-12-17,国五92#车用汽油,16,16,59000,9593,59000,21345.5,944000,343830
2016-12-17,国五95#车用汽油,7,7,65000,14444,65000,24074.0,455000,164858
2016-12-18,国五92#车用汽油,12,12,59000,11800,59000,19187.0,708000,261135
2016-12-18,国五95#车用汽油,2,2,65000,38519,65000,42900.0,130000,85800
2016-12-19,国五92#车用汽油,21,21,59000,9593,59000,19187.0,1239000,411399
2016-12-19,国五95#车用汽油,4,4,65000,6500,65000,19259.0,260000,73907
2016-12-20,国五92#车用汽油,29,29,59000,9593,59000,19187.0,1711000,592366
2016-12-20,国五95#车用汽油,5,5,65000,19259,65000,26481.0,325000,122295
2016-12-21,国五92#车用汽油,26,26,59000,10553,59000,19187.0,1534000,538482
2016-12-21,国五95#车用汽油,10,10,65000,9630,65000,24074.0,650000,234963
2016-12-22,国五92#车用汽油,43,43,59000,9593,59000,19187.0,2537000,899000
2016-12-22,国五95#车用汽油,8,8,65000,14444,65000,30333.5,520000,225430
2016-12-22,国五98#车用汽油,1,1,72000,25000,72000,25000.0,72000,25000
2016-12-23,国五92#车用汽油,52,52,59000,9593,59000,19187.0,3068000,1025991
2016-12-23,国五95#车用汽油,16,16,65000,14348,65000,28889.0,1040000,435864
2016-12-24,国五92#车用汽油,51,51,59000,1727,59000,19187.0,3009000,957746
2016-12-24,国五95#车用汽油,13,13,65000,14444,65000,28889.0,845000,374881
2016-12-24,国五98#车用汽油,2,2,72000,30000,72000,37250.0,144000,74500
2016-12-25,国五92#车用汽油,45,45,59000,8154,59000,19187.0,2655000,941407
2016-12-25,国五95#车用汽油,8,8,65000,19259,65000,27974.0,520000,220074
2016-12-26,国五92#车用汽油,110,110,59000,4797,59000,19187.0,6490000,2188889
2016-12-26,国五95#车用汽油,39,39,65000,9630,65000,26000.0,2535000,990646
2016-12-27,国五92#车用汽油,155,155,59000,4797,59000,19187.0,9145000,3005111
2016-12-27,国五95#车用汽油,37,37,65000,9630,65000,26546.0,2405000,1017516
2016-12-28,国五92#车用汽油,131,131,59000,5372,59000,19187.0,7729000,2546401
2016-12-28,国五95#车用汽油,42,42,65000,9630,65000,28889.0,2730000,1157599
2016-12-28,国五98#车用汽油,1,1,72000,10000,72000,10000.0,72000,10000
2016-12-29,国五92#车用汽油,130,130,59000,1439,59000,19187.0,7670000,2502177
2016-12-29,国五95#车用汽油,40,40,65000,9630,65000,26481.5,2600000,1081706
2016-12-30,国五92#车用汽油,156,156,59000,4797,59000,19187.0,9204000,2947814
2016-12-30,国五95#车用汽油,45,45,65000,9630,65000,24074.0,2925000,1115232
2016-12-31,国五92#车用汽油,123,123,59000,4797,59000,19187.0,7257000,2374846
2016-12-31,国五95#车用汽油,43,43,65000,9630,65000,19259.0,2795000,1031354
2016-12-31,国五98#车用汽油,1,1,72000,37500,72000,37500.0,72000,37500
2017-01-01,国五92#车用汽油,120,120,59000,4797,59000,19187.0,7080000,2259736
2017-01-01,国五95#车用汽油,34,34,65000,9630,65000,26000.0,2210000,894976
2017-01-01,国五98#车用汽油,1,1,72000,30000,72000,30000.0,72000,30000
2017-01-02,国五92#车用汽油,96,96,59000,1727,59000,19187.0,5664000,1727379
2017-01-02,国五95#车用汽油,34,34,65000,18296,65000,22244.5,2210000,862860
2017-01-02,国五98#车用汽油,1,1,72000,30100,72000,30100.0,72000,30100
2017-01-03,国五92#车用汽油,143,143,59000,1919,59000,19187.0,8437000,2812382
2017-01-03,国五95#车用汽油,38,38,65000,1926,65000,19259.0,2470000,959631
2017-01-03,国五98#车用汽油,3,3,72000,20000,72000,20000.0,216000,77000
2017-01-04,国五92#车用汽油,132,132,59000,4797,59000,19187.0,7788000,2557620
2017-01-04,国五95#车用汽油,41,41,65000,9630,65000,25519.0,2665000,1027049
2017-01-04,国五98#车用汽油,2,2,72000,20000,72000,25000.0,144000,50000
2017-01-05,国五92#车用汽油,144,144,59000,2878,59000,19187.0,8496000,2809021
2017-01-05,国五95#车用汽油,39,39,65000,9630,65000,24074.0,2535000,992620
2017-01-05,国五98#车用汽油,1,1,72000,42000,72000,42000.0,72000,42000
2017-01-06,国五92#车用汽油,159,159,59000,1919,59000,19187.0,9381000,3035731
2017-01-06,国五95#车用汽油,37,37,65000,9630,65000,28889.0,2405000,1045561
2017-01-07,国五92#车用汽油,161,161,59000,1919,59000,19187.0,9499000,3178018
2017-01-07,国五95#车用汽油,46,46,65000,9630,65000,26048.0,2990000,1176258
2017-01-07,国五98#车用汽油,3,3,72000,20000,72000,20000.0,216000,80000
2017-01-08,国五92#车用汽油,131,131,59000,2878,59000,19187.0,7729000,2603300
2017-01-08,国五95#车用汽油,30,30,65000,9630,65000,23689.0,1950000,721065
2017-01-08,国五98#车用汽油,1,1,72000,49306,72000,49306.0,72000,49306
2017-01-09,国五92#车用汽油,149,149,59000,1439,59000,19187.0,8791000,2872964
2017-01-09,国五95#车用汽油,47,47,65000,9630,65000,28889.0,3055000,1192305
2017-01-10,国五92#车用汽油,71,71,59000,9593,59000,19187.0,4189000,1417435
2017-01-10,国五95#车用汽油,21,21,65000,1926,65000,23111.0,1365000,489165
2017-01-11,国五92#车用汽油,67,67,59000,2878,59000,19187.0,3953000,1324669
2017-01-11,国五95#车用汽油,16,16,65000,18296,65000,31778.0,1040000,531025
2017-01-11,国五98#车用汽油,1,1,72000,20000,72000,20000.0,72000,20000
2017-01-12,国五92#车用汽油,68,68,59000,4797,59000,19187.0,4012000,1354841
2017-01-12,国五95#车用汽油,11,11,65000,19259,65000,28889.0,715000,312386
2017-01-13,国五92#车用汽油,52,52,59000,1888,59000,19187.0,3068000,1024072
2017-01-13,国五95#车用汽油,13,13,65000,9630,65000,28889.0,845000,324904
2017-01-13,国五98#车用汽油,2,2,72000,20000,72000,27500.0,144000,55000
2017-01-14,国五92#车用汽油,23,23,59000,9593,59000,19187.0,1357000,447437
2017-01-14,国五95#车用汽油,4,4,65000,9630,65000,15166.5,260000,74052
2017-01-15,国五92#车用汽油,24,24,59000,9593,59000,19187.0,1416000,474013
2017-01-15,国五95#车用汽油,1,1,65000,9630,65000,9630.0,65000,9630
2017-01-16,国五92#车用汽油,40,40,59000,9593,59000,19427.0,2360000,821920
2017-01-16,国五95#车用汽油,15,15,65000,19259,65000,28889.0,975000,434991
2017-01-16,国五98#车用汽油,1,1,72000,20000,72000,20000.0,72000,20000
2017-01-17,国五92#车用汽油,54,54,59000,4797,59000,19187.0,3186000,1112536
2017-01-17,国五95#车用汽油,11,11,65000,9148,65000,24074.0,715000,264358
2017-01-18,国五92#车用汽油,24,24,59000,9593,59000,19235.0,1416000,524956
2017-01-18,国五95#车用汽油,7,7,65000,19259,65000,28889.0,455000,221240
2017-01-18,国五98#车用汽油,1,1,72000,20000,72000,20000.0,72000,20000
2017-01-19,国五92#车用汽油,18,18,59000,1919,59000,19187.0,1062000,309676
2017-01-19,国五95#车用汽油,3,3,65000,9630,65000,28889.0,195000,73667
2017-01-20,国五92#车用汽油,6,6,59000,11512,59000,17172.5,354000,118000
2017-01-20,国五95#车用汽油,2,2,65000,19741,65000,27685.5,130000,55371
2017-01-21,国五92#车用汽油,14,14,59000,4797,59000,19762.5,826000,289248
2017-01-22,国五92#车用汽油,6,6,59000,7867,59000,23504.0,354000,126924
2017-01-22,国五95#车用汽油,3,3,65000,19259,65000,19259.0,195000,92733
2017-01-23,国五92#车用汽油,9,9,59000,16885,59000,24943.0,531000,216525
2017-01-23,国五95#车用汽油,1,1,65000,21281,65000,21281.0,65000,21281
2017-01-24,国五92#车用汽油,9,9,59000,12431,59000,21106.0,531000,191254
2017-01-24,国五95#车用汽油,6,6,65000,14444,65000,21185.0,390000,127110
2017-01-25,国五92#车用汽油,8,8,59000,12472,59000,19187.0,472000,159828
2017-01-25,国五95#车用汽油,4,4,65000,7800,65000,18917.5,260000,75872
2017-01-26,国五92#车用汽油,11,11,59000,7675,59000,17748.0,649000,179824
2017-01-26,国五95#车用汽油,5,5,65000,19356,65000,26481.0,325000,150415
2017-01-27,国五92#车用汽油,5,5,59000,2302,59000,23024.0,295000,92500
2017-01-27,国五95#车用汽油,1,1,65000,39481,65000,39481.0,65000,39481
2017-01-28,国五92#车用汽油,2,2,59000,15350,59000,19667.0,118000,39334
2017-01-28,国五95#车用汽油,2,2,65000,16370,65000,19500.0,130000,39000
2017-01-29,国五92#车用汽油,3,3,59000,14870,59000,19187.0,177000,57849
2017-01-30,国五92#车用汽油,2,2,59000,16789,59000,18276.0,118000,36552
2017-01-30,国五95#车用汽油,3,3,65000,18296,65000,19259.0,195000,63555
2017-01-31,国五92#车用汽油,1,1,59000,34153,59000,34153.0,59000,34153
2017-01-31,国五95#车用汽油,3,3,65000,27926,65000,37074.0,195000,104963
2017-02-01,国五92#车用汽油,1,1,59000,9593,59000,9593.0,59000,9593
2017-02-01,国五95#车用汽油,2,2,65000,4815,65000,18585.5,130000,37171
2017-02-02,国五92#车用汽油,3,3,59000,9593,59000,19187.0,177000,52380
2017-02-02,国五95#车用汽油,1,1,65000,18489,65000,18489.0,65000,18489
2017-02-03,国五92#车用汽油,9,9,59000,9593,59000,16309.0,531000,155893
2017-02-03,国五95#车用汽油,6,6,65000,19259,65000,29057.5,390000,163559
2017-02-04,国五92#车用汽油,8,8,59000,9593,59000,19187.0,472000,152536
2017-02-04,国五95#车用汽油,3,3,65000,21667,65000,24979.0,195000,75535
2017-02-05,国五92#车用汽油,10,10,59000,18707,59000,19187.0,590000,214894
2017-02-05,国五95#车用汽油,2,2,65000,14444,65000,21425.5,130000,42851
2017-02-06,国五92#车用汽油,14,14,59000,9593,59000,19187.0,826000,254323
2017-02-06,国五95#车用汽油,8,8,65000,19259,65000,30035.0,520000,233112
2017-02-07,国五92#车用汽油,13,13,59000,9593,59000,18228.0,767000,260319
2017-02-07,国五95#车用汽油,3,3,65000,14444,65000,14444.0,195000,62415
2017-02-08,国五92#车用汽油,17,17,59000,9593,59000,19187.0,1003000,328671
2017-02-08,国五95#车用汽油,3,3,65000,28889,65000,30333.0,195000,96778
2017-02-09,国五92#车用汽油,16,16,59000,4797,59000,19187.0,944000,317208
2017-02-09,国五95#车用汽油,7,7,65000,14444,65000,28889.0,455000,203281
2017-02-10,国五92#车用汽油,22,22,59000,9593,59000,19187.0,1298000,408966
2017-02-10,国五95#车用汽油,9,9,65000,19259,65000,28889.0,585000,289754
2017-02-11,国五92#车用汽油,28,28,59000,9593,59000,19187.0,1652000,548218
2017-02-11,国五95#车用汽油,8,8,65000,14444,65000,19740.5,520000,207999
2017-02-12,国五92#车用汽油,16,16,59000,4797,59000,19187.0,944000,287997
2017-02-12,国五95#车用汽油,1,1,65000,19259,65000,19259.0,65000,19259
2017-02-13,国五92#车用汽油,19,19,59000,9593,59000,19187.0,1121000,352655
2017-02-13,国五95#车用汽油,4,4,65000,24927,65000,28889.0,260000,115205
2017-02-13,国五98#车用汽油,1,1,72000,30000,72000,30000.0,72000,30000
2017-02-14,国五92#车用汽油,26,26,59000,9593,59000,20050.5,1534000,581172
2017-02-14,国五95#车用汽油,3,3,65000,14444,65000,19259.0,195000,69140
2017-02-15,国五92#车用汽油,23,23,59000,2878,59000,19187.0,1357000,431851
2017-02-15,国五95#车用汽油,9,9,65000,19259,65000,28889.0,585000,259999
2017-02-16,国五92#车用汽油,18,18,58000,9431,59000,19187.0,1056000,334356
2017-02-16,国五95#车用汽油,7,7,64000,9481,65000,28889.0,454000,179536
2017-02-17,国五92#车用汽油,22,22,58000,9431,58000,22870.0,1276000,501134
2017-02-17,国五95#车用汽油,5,5,64000,18963,64000,35081.0,320000,179863
2017-02-18,国五92#车用汽油,15,15,58000,1386,58000,18862.0,870000,265593
2017-02-18,国五95#车用汽油,6,6,64000,18963,64000,36029.5,384000,214944
2017-02-19,国五92#车用汽油,17,17,58000,9431,58000,18862.0,986000,294103
2017-02-20,国五92#车用汽油,28,28,58000,9431,58000,18862.0,1624000,545596
2017-02-20,国五95#车用汽油,7,7,64000,18963,64000,26548.0,448000,172657
2017-02-21,国五92#车用汽油,17,17,58000,14146,58000,18862.0,986000,358848
2017-02-21,国五95#车用汽油,9,9,64000,14222,64000,33280.0,576000,317629
2017-02-21,国五98#车用汽油,1,1,72000,42500,72000,42500.0,72000,42500
2017-02-22,国五92#车用汽油,28,28,58000,9431,58000,18862.0,1624000,528604
2017-02-22,国五95#车用汽油,11,11,64000,9481,64000,28444.0,704000,282261
2017-02-23,国五92#车用汽油,23,23,58000,9431,58000,18862.0,1334000,488807
2017-02-23,国五95#车用汽油,8,8,64000,18963,64000,22874.0,512000,215466
2017-02-24,国五92#车用汽油,24,24,58000,11317,58000,18862.0,1392000,505452
2017-02-24,国五95#车用汽油,4,4,64000,23324,64000,28910.0,256000,131301
2017-02-24,国五98#车用汽油,1,1,72000,48300,72000,48300.0,72000,48300
2017-02-25,国五92#车用汽油,41,41,58000,9431,58000,18862.0,2378000,777769
2017-02-25,国五95#车用汽油,12,12,64000,14222,64000,23229.5,768000,289754
2017-02-26,国五92#车用汽油,96,96,58000,5659,58000,18862.0,5568000,1819954
2017-02-26,国五95#车用汽油,42,42,64000,9481,64000,18963.0,2688000,962378
2017-02-26,国五98#车用汽油,1,1,72000,40100,72000,40100.0,72000,40100
2017-02-27,国五92#车用汽油,162,162,58000,7545,58000,18862.0,9396000,3271036
2017-02-27,国五95#车用汽油,35,35,64000,9481,64000,28444.0,2240000,992440
2017-02-28,国五92#车用汽油,137,137,58000,4715,58000,18862.0,7946000,2604300
2017-02-28,国五95#车用汽油,63,63,64000,9481,64000,23988.0,4032000,1652925
2017-02-28,国五98#车用汽油,1,1,72000,40500,72000,40500.0,72000,40500
2017-03-01,国五92#车用汽油,158,158,58000,9431,58000,18862.0,9164000,3097443
2017-03-01,国五95#车用汽油,36,36,64000,4741,64000,21049.0,2304000,896739
2017-03-01,国五98#车用汽油,1,1,72000,20000,72000,20000.0,72000,20000
2017-03-02,国五92#车用汽油,156,156,58000,4715,58000,18862.0,9048000,2894202
2017-03-02,国五95#车用汽油,46,46,64000,9481,64000,19674.0,2944000,1149103
2017-03-02,国五98#车用汽油,2,2,72000,39500,72000,39750.0,144000,79500
2017-03-03,国五92#车用汽油,176,176,58000,3867,58000,18862.0,10208000,3245748
2017-03-03,国五95#车用汽油,48,48,64000,9481,64000,28444.0,3072000,1291655
2017-03-04,国五92#车用汽油,172,172,58000,3772,58000,18862.0,9976000,3201729
2017-03-04,国五95#车用汽油,51,51,64000,9481,64000,18963.0,3264000,1183290
2017-03-04,国五98#车用汽油,2,2,72000,29400,72000,34700.0,144000,69400
2017-03-05,国五92#车用汽油,173,173,58000,2829,58000,18862.0,10034000,3413138
2017-03-05,国五95#车用汽油,35,35,64000,9481,64000,18963.0,2240000,784352
2017-03-05,国五98#车用汽油,3,3,72000,30000,72000,41500.0,216000,116500
2017-03-06,国五92#车用汽油,215,215,58000,3018,58000,18862.0,12470000,4168646
2017-03-06,国五95#车用汽油,56,56,64000,9481,64000,25510.5,3584000,1457431
2017-03-06,国五98#车用汽油,2,2,72000,20000,72000,20000.0,144000,40000
2017-03-07,国五92#车用汽油,187,187,58000,4715,58000,18862.0,10846000,3618171
2017-03-07,国五95#车用汽油,54,54,64000,3319,64000,28207.0,3456000,1459002
2017-03-07,国五98#车用汽油,1,1,72000,33000,72000,33000.0,72000,33000
2017-03-08,国五92#车用汽油,174,174,58000,1886,58000,18862.0,10092000,3333134
2017-03-08,国五95#车用汽油,41,41,64000,9481,64000,26643.0,2624000,1041213
2017-03-08,国五98#车用汽油,1,1,72000,30000,72000,30000.0,72000,30000
2017-03-09,国五92#车用汽油,180,180,58000,2829,58000,18862.0,10440000,3423494
2017-03-09,国五95#车用汽油,49,49,64000,9481,64000,23799.0,3136000,1192904
2017-03-09,国五98#车用汽油,2,2,72000,25500,72000,31750.0,144000,63500
2017-03-10,国五92#车用汽油,212,212,58000,4715,58000,18862.0,12296000,4092572
2017-03-10,国五95#车用汽油,60,60,64000,2276,64000,27259.0,3840000,1523129
2017-03-10,国五98#车用汽油,2,2,72000,28200,72000,39541.0,144000,79082
2017-03-11,国五92#车用汽油,185,185,58000,2829,58000,18862.0,10730000,3435283
2017-03-11,国五95#车用汽油,45,45,64000,9481,64000,28444.0,2880000,1143270
2017-03-11,国五98#车用汽油,1,1,72000,29000,72000,29000.0,72000,29000
2017-03-12,国五92#车用汽油,166,166,58000,4715,58000,18862.0,9628000,3023391
2017-03-12,国五95#车用汽油,48,48,64000,9481,64000,18963.0,3072000,1128671
2017-03-12,国五98#车用汽油,2,2,72000,20000,72000,25000.0,144000,50000
2017-03-13,国五92#车用汽油,223,223,58000,1415,58000,18862.0,12934000,4284416
2017-03-13,国五95#车用汽油,41,41,64000,9481,64000,20385.0,2624000,1047798
2017-03-13,国五98#车用汽油,3,3,72000,20000,72000,36500.0,216000,100600
2017-03-14,国五92#车用汽油,189,189,57000,1886,58000,18862.0,10959000,3498247
2017-03-14,国五95#车用汽油,54,54,63000,4741,64000,26548.0,3455000,1433051
2017-03-15,国五92#车用汽油,197,197,57000,1884,57000,18843.0,11229000,3772229
2017-03-15,国五95#车用汽油,58,58,63000,9474,63000,23163.5,3654000,1408515
2017-03-15,国五98#车用汽油,4,4,71000,30000,71000,48500.0,284000,182200
2017-03-16,国五92#车用汽油,179,179,57000,1602,57000,18843.0,10203000,3259906
2017-03-16,国五95#车用汽油,57,57,63000,9474,63000,21979.0,3591000,1440045
2017-03-16,国五98#车用汽油,3,3,71000,2500,71000,34000.0,213000,76500
2017-03-17,国五92#车用汽油,228,228,57000,4711,57000,18843.0,12996000,4289674
2017-03-17,国五95#车用汽油,62,62,63000,9474,63000,24158.0,3906000,1565576
2017-03-17,国五98#车用汽油,2,2,71000,20000,71000,25000.0,142000,50000
2017-03-18,国五92#车用汽油,182,182,57000,2012,57000,18843.0,10374000,3440782
2017-03-18,国五95#车用汽油,60,60,63000,9474,63000,28421.0,3780000,1528805
2017-03-18,国五98#车用汽油,1,1,71000,44600,71000,44600.0,71000,44600
2017-03-19,国五92#车用汽油,164,164,57000,4711,57000,18843.0,9348000,3193139
2017-03-19,国五95#车用汽油,33,33,63000,9474,63000,25863.0,2079000,850202
2017-03-19,国五98#车用汽油,3,3,71000,20000,71000,43200.0,213000,112700
2017-03-20,国五92#车用汽油,241,241,57000,4711,57000,18843.0,13737000,4449743
2017-03-20,国五95#车用汽油,52,52,63000,14211,63000,28421.0,3276000,1374890
2017-03-20,国五98#车用汽油,2,2,71000,36500,71000,42250.0,142000,84500
2017-03-21,国五92#车用汽油,233,233,57000,3392,57000,18843.0,13281000,4374344
2017-03-21,国五95#车用汽油,55,55,63000,9474,63000,27947.0,3465000,1441464
2017-03-22,国五92#车用汽油,191,191,57000,2355,57000,18843.0,10887000,3625353
2017-03-22,国五95#车用汽油,52,52,63000,4737,63000,28421.0,3276000,1373770
2017-03-22,国五98#车用汽油,3,3,71000,10000,71000,20000.0,213000,75000
2017-03-23,国五92#车用汽油,214,214,57000,1413,57000,18843.0,12198000,3971849
2017-03-23,国五95#车用汽油,63,63,63000,9474,63000,28421.0,3969000,1658862
2017-03-23,国五98#车用汽油,2,2,71000,30000,71000,45000.0,142000,90000
2017-03-24,国五92#车用汽油,257,257,57000,2826,57000,18843.0,14649000,4820025
2017-03-24,国五95#车用汽油,74,74,63000,9474,63000,24773.5,4662000,1851000
2017-03-25,国五92#车用汽油,221,221,57000,6030,57000,18843.0,12597000,4050052
2017-03-25,国五95#车用汽油,57,57,63000,9474,63000,26053.0,3591000,1454775
2017-03-25,国五98#车用汽油,3,3,71000,36000,71000,47000.0,213000,146500
2017-03-26,国五92#车用汽油,168,168,57000,1413,57000,18843.0,9576000,3078250
2017-03-26,国五95#车用汽油,36,36,63000,9474,63000,19421.0,2268000,832306
2017-03-27,国五92#车用汽油,249,249,57000,4711,57000,18843.0,14193000,4614827
2017-03-27,国五95#车用汽油,60,60,63000,9474,63000,18947.0,3780000,1379762
2017-03-27,国五98#车用汽油,1,1,71000,15000,71000,15000.0,71000,15000
2017-03-28,国五92#车用汽油,217,217,55000,2826,57000,18843.0,12355000,3885027
2017-03-28,国五95#车用汽油,49,49,61000,9474,63000,27474.0,3085000,1319380
2017-03-28,国五98#车用汽油,5,5,71000,20000,71000,40000.0,355000,167000
2017-03-29,国五92#车用汽油,266,266,55000,1927,55000,18803.0,14630000,4851479
2017-03-29,国五95#车用汽油,63,63,61000,9457,61000,28372.0,3843000,1701082
2017-03-29,国五98#车用汽油,2,2,69000,20000,69000,26300.0,138000,52600
2017-03-30,国五92#车用汽油,241,241,55000,3761,55000,18803.0,13255000,4490498
2017-03-30,国五95#车用汽油,71,71,61000,8284,61000,24589.0,4331000,1859842
2017-03-30,国五98#车用汽油,3,3,69000,14021,69000,31500.0,207000,80521
2017-03-31,国五92#车用汽油,194,194,55000,2821,55000,18803.0,10670000,3606832
2017-03-31,国五95#车用汽油,57,57,61000,4264,61000,26008.0,3477000,1500248
2017-04-01,国五92#车用汽油,336,336,55000,1880,55000,18803.0,18480000,6157355
2017-04-01,国五95#车用汽油,78,78,61000,4729,61000,24761.5,4758000,1844332
2017-04-01,国五98#车用汽油,2,2,69000,28000,69000,29000.0,138000,58000
2017-04-02,国五92#车用汽油,203,203,55000,4231,55000,18803.0,11165000,3828385
2017-04-02,国五95#车用汽油,64,64,61000,9457,61000,25535.0,3904000,1617494
2017-04-02,国五98#车用汽油,2,2,69000,15000,69000,22000.0,138000,44000
2017-04-03,国五92#车用汽油,164,164,55000,4701,55000,18803.0,9020000,3038680
2017-04-03,国五95#车用汽油,34,34,61000,1088,61000,26764.5,2074000,881413
2017-04-03,国五98#车用汽油,2,2,69000,20000,69000,21000.0,138000,42000
2017-04-04,国五92#车用汽油,154,154,55000,1128,55000,18803.0,8470000,2715936
2017-04-04,国五95#车用汽油,26,26,61000,9457,61000,28372.0,1586000,688797
2017-04-04,国五98#车用汽油,2,2,69000,10000,69000,17500.0,138000,35000
2017-04-05,国五92#车用汽油,223,223,55000,2821,55000,18803.0,12265000,4131010
2017-04-05,国五95#车用汽油,51,51,61000,9457,61000,24589.0,3111000,1288127
2017-04-05,国五98#车用汽油,4,4,69000,20000,69000,32177.5,276000,128355
2017-04-06,国五92#车用汽油,204,204,55000,7051,55000,18803.0,11220000,3662123
2017-04-06,国五95#车用汽油,51,51,61000,9457,61000,28372.0,3111000,1362734
2017-04-06,国五98#车用汽油,2,2,69000,27600,69000,29950.0,138000,59900
2017-04-07,国五92#车用汽油,223,223,55000,2350,55000,18803.0,12265000,4175023
2017-04-07,国五95#车用汽油,39,39,61000,17969,61000,28372.0,2379000,1064799
2017-04-07,国五98#车用汽油,1,1,69000,30000,69000,30000.0,69000,30000
2017-04-08,国五92#车用汽油,231,231,55000,1880,55000,18803.0,12705000,4291063
2017-04-08,国五95#车用汽油,59,59,61000,5674,61000,18915.0,3599000,1420998
2017-04-08,国五98#车用汽油,1,1,69000,37700,69000,37700.0,69000,37700
2017-04-09,国五92#车用汽油,180,180,55000,1692,55000,18803.0,9900000,3323751
2017-04-09,国五95#车用汽油,60,60,61000,9457,61000,27473.5,3660000,1586020
2017-04-09,国五98#车用汽油,3,3,69000,2400,69000,15000.0,207000,32400
2017-04-10,国五92#车用汽油,258,258,55000,1880,55000,18803.0,14190000,4594713
2017-04-10,国五95#车用汽油,57,57,61000,9457,61000,24305.0,3477000,1383543
2017-04-10,国五98#车用汽油,4,4,69000,9800,69000,30100.0,276000,121000
2017-04-11,国五92#车用汽油,238,238,55000,8462,55000,18803.0,13090000,4377635
2017-04-11,国五95#车用汽油,58,58,61000,9457,61000,21945.0,3538000,1383392
2017-04-11,国五98#车用汽油,1,1,69000,40500,69000,40500.0,69000,40500
2017-04-12,国五92#车用汽油,245,245,55000,940,55000,18803.0,13475000,4394135
2017-04-12,国五95#车用汽油,62,62,61000,9457,61000,28372.0,3782000,1592544
2017-04-13,国五92#车用汽油,208,208,55000,4053,56000,18667.0,11548500,3724593
2017-04-13,国五95#车用汽油,43,43,61000,4697,62000,27143.0,2647000,1068838
2017-04-14,国五92#车用汽油,301,301,56000,3733,56000,18667.0,16856000,5636943
2017-04-14,国五95#车用汽油,71,71,62000,9394,62000,24612.0,4402000,1819512
2017-04-14,国五98#车用汽油,1,1,70500,34500,70500,34500.0,70500,34500
2017-04-15,国五92#车用汽油,257,257,56000,1867,56000,18667.0,14392000,4665849
2017-04-15,国五95#车用汽油,61,61,62000,1033,62000,23485.0,3782000,1568387
2017-04-15,国五98#车用汽油,1,1,70500,35250,70500,35250.0,70500,35250
2017-04-16,国五92#车用汽油,202,202,56000,2436,56000,18667.0,11312000,3716108
2017-04-16,国五95#车用汽油,51,51,62000,9394,62000,23297.0,3162000,1219431
2017-04-17,国五92#车用汽油,287,287,56000,4667,56000,18667.0,16072000,5281384
2017-04-17,国五95#车用汽油,75,75,62000,4697,62000,22545.0,4650000,1807971
2017-04-17,国五98#车用汽油,2,2,70500,28200,70500,29100.0,141000,58200
2017-04-18,国五92#车用汽油,267,267,56000,1198,56000,18667.0,14952000,4813777
2017-04-18,国五95#车用汽油,47,47,62000,9394,62000,26303.0,2914000,1246685
2017-04-18,国五98#车用汽油,3,3,70500,27300,70500,41000.0,211500,109300
2017-04-19,国五92#车用汽油,273,273,56000,1680,56000,18667.0,15288000,4999256
2017-04-19,国五95#车用汽油,61,61,62000,9394,62000,26867.0,3782000,1558246
2017-04-19,国五98#车用汽油,1,1,70500,1029,70500,1029.0,70500,1029
2017-04-20,国五92#车用汽油,255,255,56000,1120,56000,18667.0,14280000,4699659
2017-04-20,国五95#车用汽油,44,44,62000,4697,62000,24894.0,2728000,1070895
2017-04-20,国五98#车用汽油,3,3,70500,20000,70500,30000.0,211500,95200
2017-04-21,国五92#车用汽油,298,298,56000,1714,56000,18667.0,16688000,5476209
