date,goods_name,len_p,len_n,min_p,min_n,m_p,m_n,sum_p,sum_n
2015-11-02,oil97,56,56,60500,9603,60500,19206.0,3388000,1370766
2015-11-03,oil93,316,316,53500,4360,54500,19123.0,17202000,5946479
2015-11-03,oil97,69,69,59500,9603,60500,27849.0,4169500,1844808
2015-11-04,oil93,343,343,53500,2866,53500,19107.0,18350500,6523576
2015-11-04,oil97,64,64,59500,6718,59500,26040.0,3808000,1590106
2015-11-05,oil93,281,281,53500,4307,53500,19107.0,15033500,5308921
2015-11-05,oil97,61,61,59500,4798,59500,28406.0,3629500,1586733
2015-11-06,oil93,342,342,53500,955,53500,19107.0,18297000,6409208
2015-11-06,oil97,64,64,59500,9516,59500,25802.5,3808000,1624375
2015-11-07,oil93,289,289,53500,2579,53500,18929.0,15461500,5254481
2015-11-07,oil97,51,51,59500,5758,59500,19194.0,3034500,1120551
2015-11-08,oil93,258,258,53500,1911,53500,18929.0,13803000,4647353
2015-11-08,oil97,46,46,59500,5758,59500,23992.0,2737000,1134057
2015-11-09,oil93,291,291,53500,8045,53500,19107.0,15568500,5359288
2015-11-09,oil97,61,61,59500,9597,59500,21593.0,3629500,1506236
2015-11-10,oil93,279,279,53500,4732,53500,19107.0,14926500,5158310
2015-11-10,oil97,57,57,59500,6718,59500,25431.0,3391500,1467888
2015-11-11,oil93,280,280,53500,4777,53500,19107.0,14980000,5334366
2015-11-11,oil97,57,57,59500,1919,59500,19194.0,3391500,1293083
2015-11-12,oil93,292,292,53500,955,53500,19107.0,15622000,5279954
2015-11-12,oil97,49,49,59500,3839,59500,20825.0,2915500,1148849
2015-11-13,oil93,273,273,53500,3821,53500,19107.0,14605500,5054965
2015-11-13,oil97,60,60,59500,9516,59500,25191.5,3570000,1516826
2015-11-14,oil93,303,303,53500,4777,53500,19107.0,16210500,5629344
2015-11-14,oil97,51,51,59500,9597,59500,26871.0,3034500,1302041
2015-11-15,oil93,237,237,53500,5350,53500,19107.0,12679500,4386877
2015-11-15,oil97,59,59,59500,9516,59500,23992.0,3510500,1465053
2015-11-16,oil93,311,311,53500,4732,53500,19107.0,16638500,5885182
2015-11-16,oil97,64,64,59500,6718,59500,21746.0,3808000,1588875
2015-11-17,oil93,299,299,52500,4777,53500,19107.0,15981500,5655532
2015-11-17,oil97,61,61,58500,9597,59500,24952.0,3625500,1543577
2015-11-18,oil93,290,290,52500,6618,52500,19091.0,15225000,5434072
2015-11-18,oil97,50,50,58500,9508,58500,22728.5,2925000,1180273
2015-11-19,oil93,284,284,52500,2864,52500,18909.0,14910000,5046981
2015-11-19,oil97,78,78,58500,9590,58500,26751.5,4563000,2005019
2015-11-20,oil93,301,301,52500,3341,52500,18909.0,15802500,5587834
2015-11-20,oil97,63,63,58500,9590,58500,19180.0,3685500,1471766
2015-11-21,oil93,281,281,52500,4582,52500,19091.0,14752500,5264654
2015-11-21,oil97,67,67,58500,9590,58500,20139.0,3919500,1555216
2015-11-22,oil93,243,243,52500,1909,52500,18909.0,12757500,4392980
2015-11-22,oil97,44,44,58500,9590,58500,24346.5,2574000,1070792
2015-11-23,oil93,275,275,52500,4727,52500,19091.0,14437500,5331374
2015-11-23,oil97,64,64,58500,9508,58500,24454.5,3744000,1578737
2015-11-24,oil93,320,320,52500,2364,52500,19091.0,16800000,5878104
2015-11-24,oil97,58,58,58500,4795,58500,19511.0,3393000,1357171
2015-11-25,oil93,283,283,52500,3370,52500,19091.0,14857500,5314327
2015-11-25,oil97,56,56,58500,9508,58500,23975.0,3276000,1354796
2015-11-26,oil93,291,291,52500,4773,52500,19091.0,15277500,5373706
2015-11-26,oil97,57,57,58500,6713,58500,24455.0,3334500,1387451
2015-11-27,oil93,291,291,52500,1909,52500,18909.0,15277500,5141325
2015-11-27,oil97,58,58,58500,9590,58500,23153.5,3393000,1375598
2015-11-28,oil93,288,288,52500,4773,52500,19091.0,15120000,5292780
2015-11-28,oil97,64,64,58500,1918,58500,21338.0,3744000,1563584
2015-11-29,oil93,249,249,52500,4727,52500,18909.0,13072500,4361695
2015-11-29,oil97,50,50,58500,4795,58500,19180.0,2925000,1136187
2015-11-30,oil93,249,249,52500,3782,52500,19091.0,13072500,4642668
2015-11-30,oil97,54,54,58500,9508,58500,22509.0,3159000,1237427
2015-12-01,oil93,267,267,51500,2100,52500,19091.0,13998500,4843491
2015-12-01,oil97,62,62,57500,3803,58500,20379.0,3624000,1453533
2015-12-02,oil93,272,272,51500,1264,51500,18889.0,14008000,4702983
2015-12-02,oil97,41,41,57500,15675,57500,19167.0,2357500,978076
2015-12-03,oil93,272,272,51500,4769,51500,18889.0,14008000,4877414
2015-12-03,oil97,53,53,57500,9583,57500,25971.0,3047500,1389077
2015-12-04,oil93,274,274,51500,954,51500,19074.0,14111000,5094540
2015-12-04,oil97,69,69,57500,10063,57500,19167.0,3967500,1574344
2015-12-05,oil93,229,229,51500,4769,51500,18889.0,11793500,4085487
2015-12-05,oil97,35,35,57500,9583,57500,19167.0,2012500,787276
2015-12-06,oil93,237,237,51500,4722,51500,18889.0,12205500,4257721
2015-12-06,oil97,57,57,57500,9500,57500,21083.0,3277500,1278753
2015-12-07,oil93,252,252,51500,2861,51500,18889.0,12978000,4543272
2015-12-07,oil97,37,37,57500,9583,57500,25396.0,2127500,880312
2015-12-08,oil93,276,276,51500,1176,51500,19074.0,14214000,5046487
2015-12-08,oil97,56,56,57500,7600,57500,22900.0,3220000,1323391
2015-12-09,oil93,253,253,51500,1999,51500,19074.0,13029500,4615764
2015-12-09,oil97,58,58,57500,9500,57500,19167.0,3335000,1355103
2015-12-10,oil93,258,258,51500,4769,51500,18889.0,13287000,4823974
2015-12-10,oil97,52,52,57500,9583,57500,24917.0,2990000,1286835
2015-12-11,oil93,268,268,51500,1049,51500,19074.0,13802000,4897934
2015-12-11,oil97,65,65,57500,9583,57500,21083.0,3737500,1570485
2015-12-12,oil93,263,263,51500,954,51500,19074.0,13544500,4817313
2015-12-12,oil97,53,53,57500,4750,57500,23750.0,3047500,1286207
2015-12-13,oil93,225,225,51500,1266,51500,19074.0,11587500,4092318
2015-12-13,oil97,46,46,57500,9500,57500,19167.0,2645000,973823
2015-12-14,oil93,284,284,51500,1526,51500,18889.0,14626000,5111356
2015-12-14,oil97,51,51,57500,4792,57500,21975.0,2932500,1208733
2015-12-15,oil93,254,254,51500,4722,51500,19074.0,13081000,4587751
2015-12-15,oil97,55,55,57500,9583,57500,22042.0,3162500,1352518
2015-12-16,oil93,272,272,51500,1526,51500,19074.0,14008000,4958527
2015-12-16,oil97,69,69,57500,9583,57500,23275.0,3967500,1691393
2015-12-17,oil93,270,270,51500,3815,51500,19074.0,13905000,5076603
2015-12-17,oil97,71,71,57500,6175,57500,21179.0,4082500,1697516
2015-12-18,oil93,265,265,51500,944,51500,18889.0,13647500,4831342
2015-12-18,oil97,62,62,57500,9500,57500,23958.0,3565000,1548023
2015-12-19,oil93,285,285,51500,1854,51500,19074.0,14677500,5181338
2015-12-19,oil97,50,50,57500,2875,57500,19167.0,2875000,1127539
2015-12-20,oil93,216,216,51500,2992,51500,18743.0,11124000,3743703
2015-12-20,oil97,40,40,57500,9583,57500,23994.0,2300000,982383
2015-12-21,oil93,223,223,51500,5100,51500,18889.0,11484500,4040200
2015-12-21,oil97,46,46,57500,9583,57500,19167.0,2645000,1021444
2015-12-22,oil93,259,259,51500,3117,51500,19074.0,13338500,4567942
2015-12-22,oil97,59,59,57500,9583,57500,23598.0,3392500,1436814
2015-12-23,oil93,247,247,51500,1526,51500,18889.0,12720500,4339318
2015-12-23,oil97,52,52,57500,9500,57500,26125.0,2990000,1320098
2015-12-24,oil93,264,264,51500,1526,51500,18889.0,13596000,4728161
2015-12-24,oil97,61,61,57500,6708,57500,21563.0,3507500,1469087
2015-12-25,oil93,274,274,51500,2861,51500,19074.0,14111000,4991839
2015-12-25,oil97,56,56,57500,9500,57500,19215.0,3220000,1287312
2015-12-26,oil93,252,252,51500,4387,51500,18934.0,12978000,4450044
2015-12-26,oil97,60,60,57500,8625,57500,28750.0,3450000,1597907
2015-12-27,oil93,213,213,51500,2221,51500,18889.0,10969500,3708350
2015-12-27,oil97,39,39,57500,9500,57500,21563.0,2242500,932097
2015-12-28,oil93,278,278,51500,1278,51500,18889.0,14317000,4935683
2015-12-28,oil97,69,69,57500,9583,57500,20125.0,3967500,1623034
2015-12-29,oil93,248,248,51500,2861,51500,19074.0,12772000,4715161
2015-12-29,oil97,53,53,57500,9500,57500,23750.0,3047500,1334977
2015-12-30,oil93,210,210,51500,1278,51500,18406.0,10815000,3649628
2015-12-30,oil97,53,53,57500,5271,57500,24700.0,3047500,1292848
2015-12-31,oil93,291,291,51500,1526,51500,18889.0,14986500,5156564
2015-12-31,oil97,71,71,57500,3800,57500,19167.0,4082500,1636422
2016-01-01,oil93,208,208,51500,4769,51500,18411.5,10712000,3655198
2016-01-01,oil97,43,43,57500,9500,57500,25300.0,2472500,1065889
2016-01-02,oil93,196,196,51500,4722,51500,18889.0,10094000,3424138
2016-01-02,oil97,22,22,57500,9500,57500,19167.0,1265000,488074
2016-01-03,oil93,206,206,51500,2861,51500,18322.5,10609000,3457717
2016-01-03,oil97,41,41,57500,7283,57500,22521.0,2357500,1007047
2016-01-04,oil93,279,279,51500,2384,51500,19074.0,14368500,5153298
2016-01-04,oil97,63,63,57500,4792,57500,24917.0,3622500,1606247
2016-01-05,oil93,221,221,51500,944,51500,19074.0,11381500,4045200
2016-01-05,oil97,48,48,57500,4750,57500,22160.5,2760000,1149521
2016-01-06,oil93,268,268,51500,4769,51500,18889.0,13802000,4879100
2016-01-06,oil97,58,58,57500,4792,57500,23958.0,3335000,1444665
2016-01-07,oil93,240,240,51500,1278,51500,18889.0,12360000,4193863
2016-01-07,oil97,51,51,57500,9500,57500,22042.0,2932500,1188879
2016-01-08,oil93,259,259,51500,1526,51500,18889.0,13338500,4598938
2016-01-08,oil97,63,63,57500,11500,57500,21563.0,3622500,1526140
2016-01-09,oil93,227,227,51500,3433,51500,18615.0,11690500,3994428
2016-01-09,oil97,51,51,57500,4792,57500,23958.0,2932500,1243607
2016-01-10,oil93,243,243,51500,4722,51500,17644.0,12514500,4176825
2016-01-10,oil97,34,34,57500,14375,57500,25141.0,1955000,881726
2016-01-11,oil93,244,244,51500,3400,51500,18889.0,12566000,4393692
2016-01-11,oil97,60,60,57500,9583,57500,22520.5,3450000,1444150
2016-01-12,oil93,222,222,51500,1278,51500,18269.5,11433000,3837363
2016-01-12,oil97,44,44,57500,4792,57500,24808.5,2530000,1086991
2016-01-13,oil93,269,269,50500,1087,51500,18889.0,13844500,4717303
2016-01-13,oil97,55,55,56500,3135,57500,21563.0,3160500,1277245
2016-01-14,oil93,219,219,50500,4717,50500,18868.0,11059500,3835800
2016-01-14,oil97,55,55,56500,14364,56500,24678.0,3107500,1427355
2016-01-15,oil93,237,237,50500,1077,50500,19057.0,11968500,4340222
2016-01-15,oil97,53,53,56500,2873,56500,19153.0,2994500,1206439
2016-01-16,oil93,211,211,50500,4717,50500,18868.0,10655500,3764183
2016-01-16,oil97,47,47,56500,9576,56500,28250.0,2655500,1219155
2016-01-17,oil93,167,167,50500,1906,50500,18868.0,8433500,2897166
2016-01-17,oil97,45,45,56500,6644,56500,19153.0,2542500,939709
2016-01-18,oil93,232,232,50500,4717,50500,18104.0,11716000,4114220
2016-01-18,oil97,61,61,56500,9492,56500,23941.0,3446500,1426730
2016-01-19,oil93,203,203,50500,943,50500,18868.0,10251500,3517461
2016-01-19,oil97,49,49,56500,9492,56500,22400.0,2768500,1158654
2016-01-20,oil93,221,221,50500,4764,50500,19057.0,11160500,4089680
2016-01-20,oil97,45,45,56500,9576,56500,27771.0,2542500,1165252
2016-01-21,oil93,232,232,50500,1887,50500,18868.0,11716000,4157354
2016-01-21,oil97,48,48,56500,4788,56500,19679.5,2712000,1121024
2016-01-22,oil93,210,210,50500,1906,50500,19057.0,10605000,3892798
2016-01-22,oil97,52,52,56500,9492,56500,22174.0,2938000,1254006
2016-01-23,oil93,236,236,50500,1906,50500,18868.0,11918000,4153928
2016-01-23,oil97,51,51,56500,7593,56500,19932.0,2881500,1168192
2016-01-24,oil93,139,139,50500,4717,50500,18580.0,7019500,2388564
2016-01-24,oil97,36,36,56500,9492,56500,22935.0,2034000,828832
2016-01-25,oil93,252,252,50500,4764,50500,18868.0,12726000,4502437
2016-01-25,oil97,60,60,56500,9492,56500,21307.0,3390000,1404583
2016-01-26,oil93,208,208,50500,4764,50500,18868.0,10504000,3652497
2016-01-26,oil97,59,59,56500,9576,56500,23941.0,3333500,1430721
2016-01-27,oil93,209,209,50500,4764,50500,18580.0,10554500,3640957
2016-01-27,oil97,44,44,56500,9576,56500,19153.0,2486000,954737
2016-01-28,oil93,205,205,50500,1239,50500,18868.0,10352500,3653935
2016-01-28,oil97,40,40,56500,11970,56500,21214.0,2260000,919458
2016-01-29,oil93,298,298,50500,1585,50500,17972.0,15049000,5217070
2016-01-29,oil97,97,97,56500,1915,56500,22504.0,5480500,2239343
2016-01-30,oil93,239,239,50500,4764,50500,18104.0,12069500,4262073
2016-01-30,oil97,57,57,56500,1480,56500,22305.0,3220500,1351399
2016-01-31,oil93,190,190,50500,2858,50500,18104.0,9595000,3267659
2016-01-31,oil97,61,61,56500,100,56500,21671.0,3446500,1384547
2016-02-01,oil93,219,219,50500,7547,50500,18868.0,11059500,3925432
2016-02-01,oil97,52,52,56500,9576,56500,20589.0,2938000,1171334
2016-02-02,oil93,197,197,50500,2858,50500,17925.0,9948500,3426585
2016-02-02,oil97,54,54,56500,4788,56500,22786.0,3051000,1211417
2016-02-03,oil93,199,199,50500,2399,50500,17627.0,10049500,3495734
2016-02-03,oil97,46,46,56500,9492,56500,22504.0,2599000,1063086
2016-02-04,oil93,171,171,50500,1906,50500,18868.0,8635500,3128791
2016-02-04,oil97,41,41,56500,10055,56500,22025.0,2316500,938857
2016-02-05,oil93,125,125,50500,3335,50500,18104.0,6312500,2174717
2016-02-05,oil97,33,33,56500,14364,56500,22025.0,1864500,791317
2016-02-06,oil93,118,118,50500,1429,50500,18724.0,5959000,2003138
2016-02-06,oil97,38,38,56500,12339,56500,21449.5,2147000,851797
2016-02-07,oil93,66,66,50500,8099,50500,16198.0,3333000,1122881
2016-02-07,oil97,28,28,56500,10055,56500,22881.5,1582000,655722
2016-02-08,oil93,43,43,50500,8671,50500,17075.0,2171500,785672
2016-02-08,oil97,21,21,56500,14427,56500,25627.0,1186500,540195
2016-02-09,oil93,50,50,50500,5526,50500,18868.0,2525000,943011
2016-02-09,oil97,17,17,56500,14364,56500,19153.0,960500,378574
2016-02-10,oil93,40,40,50500,7485,50500,18868.0,2020000,703984
2016-02-10,oil97,9,9,56500,11492,56500,26814.0,508500,223354
2016-02-11,oil93,47,47,50500,1143,50500,18868.0,2373500,851388
2016-02-11,oil97,17,17,56500,15186,56500,22217.0,960500,410597
2016-02-12,oil93,50,50,50500,9528,50500,19057.0,2525000,936218
2016-02-12,oil97,22,22,56500,5746,56500,21067.5,1243000,479908
2016-02-13,oil93,81,81,50500,3030,50500,18868.0,4090500,1459020
2016-02-13,oil97,23,23,56500,14364,56500,19153.0,1299500,498647
2016-02-14,oil93,121,121,50500,7146,50500,17246.0,6110500,2047729
2016-02-14,oil97,45,45,56500,9492,56500,19153.0,2542500,1039461
2016-02-15,oil93,150,150,50500,6670,50500,19057.0,7575000,2816597
2016-02-15,oil97,53,53,56500,9492,56500,21164.0,2994500,1263658
2016-02-16,oil93,175,175,50500,1906,50500,18868.0,8837500,3131139
2016-02-16,oil97,40,40,56500,9576,56500,23222.5,2260000,958883
2016-02-17,oil93,206,206,50500,6670,50500,19057.0,10403000,3799859
2016-02-17,oil97,43,43,56500,9576,56500,24898.0,2429500,1045357
2016-02-18,oil93,194,194,50500,4717,50500,18868.0,9797000,3405140
2016-02-18,oil97,47,47,56500,14332,56500,25377.0,2655500,1164515
2016-02-19,oil93,216,216,50500,9434,50500,19057.0,10908000,3945314
2016-02-19,oil97,42,42,56500,10294,56500,20350.0,2373000,1000318
2016-02-20,oil93,198,198,50500,4717,50500,18868.0,9999000,3507705
2016-02-20,oil97,43,43,56500,9576,56500,22983.0,2429500,1056546
2016-02-21,oil93,158,158,50500,5189,50500,19057.0,7979000,2844483
2016-02-21,oil97,30,30,56500,9576,56500,22887.5,1695000,716418
2016-02-22,oil93,198,198,50500,4717,50500,18868.0,9999000,3507358
2016-02-22,oil97,42,42,56500,9576,56500,26383.0,2373000,1082232
2016-02-23,oil93,164,164,50500,4764,50500,18962.5,8282000,2875358
2016-02-23,oil97,44,44,56500,14364,56500,24658.5,2486000,1101536
2016-02-24,oil93,141,141,50500,3272,50500,19057.0,7120500,2627719
2016-02-24,oil97,37,37,56500,10915,56500,25856.0,2090500,958784
2016-02-25,oil93,185,185,50500,1143,50500,18868.0,9342500,3230174
2016-02-25,oil97,44,44,56500,14237,56500,20789.0,2486000,1040107
2016-02-26,oil93,210,210,50500,1810,50500,18868.0,10605000,3788229
2016-02-26,oil97,59,59,56500,2873,56500,19153.0,3333500,1390283
2016-02-27,oil93,194,194,50500,3774,50500,18868.0,9797000,3469080
2016-02-27,oil97,49,49,56500,9576,56500,23941.0,2768500,1177744
2016-02-28,oil93,165,165,50500,3335,50500,17925.0,8332500,2844538
2016-02-28,oil97,50,50,56500,9492,56500,19153.0,2825000,1055299
2016-02-29,oil93,177,177,50500,4764,50500,18868.0,8938500,3149454
2016-02-29,oil97,43,43,56500,9576,56500,23941.0,2429500,1043904
2016-03-01,oil93,231,231,50500,4764,50500,18390.0,11665500,4079121
2016-03-01,oil97,60,60,56500,2930,56500,20828.5,3390000,1449876
2016-03-02,oil93,198,198,50500,3987,50500,19057.0,9999000,3638677
2016-03-02,oil97,45,45,56500,14364,56500,24898.0,2542500,1149691
2016-03-03,oil93,217,217,50500,1906,50500,19057.0,10958500,3881117
2016-03-03,oil97,58,58,56500,9576,56500,19153.0,3277000,1280302
2016-03-04,oil93,223,223,50500,2858,50500,18580.0,11261500,4015942
2016-03-04,oil97,56,56,56500,9576,56500,21546.5,3164000,1314890
2016-03-05,oil93,224,224,50500,1906,50500,18868.0,11312000,3967674
2016-03-05,oil97,53,53,56500,14364,56500,19153.0,2994500,1211736
2016-03-06,oil93,160,160,50500,1906,50500,18582.5,8080000,2787645
2016-03-06,oil97,34,34,56500,9492,56500,23658.5,1921000,787763
2016-03-07,oil93,204,204,50500,1906,50500,19057.0,10302000,3640960
2016-03-07,oil97,51,51,56500,9492,56500,27292.0,2881500,1306704
2016-03-08,oil93,184,184,50500,1143,50500,18868.0,9292000,3273368
2016-03-08,oil97,58,58,56500,9576,56500,24836.0,3277000,1469522
2016-03-09,oil93,196,196,50500,4245,50500,19057.0,9898000,3549162
2016-03-09,oil97,51,51,56500,9576,56500,20589.0,2881500,1202956
2016-03-10,oil93,193,193,50500,1906,50500,17437.0,9746500,3288880
2016-03-10,oil97,45,45,56500,4788,56500,19932.0,2542500,1064007
2016-03-11,oil93,236,236,50500,4245,50500,18868.0,11918000,4150515
2016-03-11,oil97,51,51,56500,9576,56500,22983.0,2881500,1234955
2016-03-12,oil93,204,204,50500,4717,50500,18104.0,10302000,3496555
2016-03-12,oil97,53,53,56500,9492,56500,19153.0,2994500,1204807
2016-03-13,oil93,147,147,50500,7300,50500,18868.0,7423500,2631788
2016-03-13,oil97,34,34,56500,9492,56500,22309.5,1921000,805312
2016-03-14,oil93,246,246,50500,943,50500,18868.0,12423000,4312787
2016-03-14,oil97,71,71,56500,9492,56500,22025.0,4011500,1724073
2016-03-15,oil93,214,214,50500,5717,50500,18868.0,10807000,3754993
2016-03-15,oil97,51,51,56500,9576,56500,24419.0,2881500,1274431
2016-03-16,oil93,209,209,50500,6132,50500,19057.0,10554500,3848466
2016-03-16,oil97,42,42,56500,9576,56500,20526.5,2373000,977139
2016-03-17,oil93,240,240,50500,1429,50500,19057.0,12120000,4361456
2016-03-17,oil97,47,47,56500,4692,56500,25473.0,2655500,1175174
2016-03-18,oil93,252,252,50500,2382,50500,18346.5,12726000,4439698
2016-03-18,oil97,70,70,56500,9576,56500,23510.0,3955000,1703156
2016-03-19,oil93,206,206,50500,4764,50500,18627.5,10403000,3641584
2016-03-19,oil97,61,61,56500,9492,56500,27292.0,3446500,1511414
2016-03-20,oil93,189,189,50500,4764,50500,18868.0,9544500,3312686
2016-03-20,oil97,55,55,56500,4788,56500,19153.0,3107500,1227117
2016-03-21,oil93,180,180,50500,9434,50500,18868.0,9090000,3206844
2016-03-21,oil97,46,46,56500,5171,56500,27363.5,2599000,1152608
2016-03-22,oil93,214,214,50500,8004,50500,18868.0,10807000,3829246
2016-03-22,oil97,52,52,56500,9492,56500,19200.5,2938000,1249629
2016-03-23,oil93,214,214,50500,2858,50500,18868.0,10807000,3792395
2016-03-23,oil97,44,44,56500,13886,56500,25506.5,2486000,1132040
2016-03-24,oil93,224,224,50500,2858,50500,19057.0,11312000,4063904
2016-03-24,oil97,58,58,56500,9576,56500,24547.0,3277000,1454427
2016-03-24,国五92#车用汽油,4,4,50000,9434,50000,18726.5,200000,71038
2016-03-25,oil93,8,8,50500,11321,50500,19057.0,404000,141622
2016-03-25,oil97,3,3,56500,19153,56500,19153.0,169500,67951
2016-03-25,国五92#车用汽油,247,247,50000,4764,50500,19057.0,12450000,4386489
2016-03-25,国五95#车用汽油,81,81,56000,9492,56500,20589.0,4568500,1905304
2016-03-26,oil93,9,9,50500,10958,50500,22392.0,454500,193791
2016-03-26,国五92#车用汽油,232,232,50000,3774,50500,18104.0,11692500,4067082
2016-03-26,国五95#车用汽油,53,53,56000,9576,56500,19153.0,2991000,1177653
2016-03-27,国五92#车用汽油,174,174,50000,3811,50500,17317.5,8768500,2904825
2016-03-27,国五95#车用汽油,41,41,56000,5695,56500,22504.0,2313000,945820
2016-03-28,国五92#车用汽油,234,234,50000,1143,50500,19057.0,11796000,4330315
2016-03-28,国五95#车用汽油,46,46,56000,9492,56500,21745.5,2596000,1088953
2016-03-29,国五92#车用汽油,232,232,50000,5336,50500,19057.0,11690500,4108294
2016-03-29,国五95#车用汽油,62,62,56000,13288,56500,22504.0,3498000,1517987
2016-03-30,国五92#车用汽油,233,233,50000,1429,50500,18962.0,11749500,4084684
2016-03-30,国五95#车用汽油,64,64,56000,7661,56500,23701.5,3610500,1518658
2016-03-31,国五92#车用汽油,196,196,50000,953,50500,19057.0,9888500,3498456
2016-03-31,国五95#车用汽油,51,51,56000,5746,56500,24898.0,2880000,1275520
2016-04-01,国五92#车用汽油,233,233,50000,3811,50500,18491.0,11737500,4130760
2016-04-01,国五95#车用汽油,48,48,56000,7182,56500,24622.0,2707000,1158396
2016-04-02,国五92#车用汽油,217,217,50000,9434,50500,18104.0,10941500,3747913
2016-04-02,国五95#车用汽油,58,58,56000,9492,56500,23941.0,3271000,1371090
2016-04-03,国五92#车用汽油,180,180,50000,2830,50500,18104.0,9069000,3171631
2016-04-03,国五95#车用汽油,47,47,56000,7374,56500,20589.0,2652500,1077414
2016-04-04,国五92#车用汽油,144,144,50000,953,50500,18868.0,7254000,2493962
2016-04-04,国五95#车用汽油,26,26,56500,9576,56500,24467.5,1469000,645429
